Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps
107	-13	13	1741	107	-13	13	1741	107	-13	13	1741	107	-13	13	1741	107	-13	13	1741	107	-13	13	1741	107	-13	13	1741	107	-13	13	1741	107	-13	13	1741	107	-13	13	1741	107	-13	13	1741	107	-13	13	1741	107	-13	13	1741	107	-13	13	1741	107	-13	13	1741	107	-13	13	1741	107	-13	13	1741	107	-13	13	1741	107	-13	13	1741	107	-13	13	1741	107	-13	13	1741	107	-13	13	1741	107	-13	13	1741	107	-13	13	1741	107	-13	13	1741	107	-13	13	1741
108	-119	20	1761	108	-119	20	1761	108	-119	20	1761	108	-119	20	1761	108	-119	20	1761	108	-119	20	1761	108	-119	20	1761	108	-119	20	1761	108	-119	20	1761	108	-119	20	1761	108	-119	20	1761	108	-119	20	1761	108	-119	20	1761	108	-119	20	1761	108	-119	20	1761	108	-119	20	1761	108	-119	20	1761	108	-119	20	1761	108	-119	20	1761	108	-119	20	1761	108	-119	20	1761	108	-119	20	1761	108	-119	20	1761	108	-119	20	1761	108	-119	20	1761	108	-119	20	1761
109	-15	15	1776	109	-15	15	1776	109	-15	15	1776	109	-15	15	1776	109	-15	15	1776	109	-15	15	1776	109	-15	15	1776	109	-15	15	1776	109	-15	15	1776	109	-15	15	1776	109	-15	15	1776	109	-15	15	1776	109	-15	15	1776	109	-15	15	1776	109	-15	15	1776	109	-15	15	1776	109	-15	15	1776	109	-15	15	1776	109	-15	15	1776	109	-15	15	1776	109	-15	15	1776	109	-15	15	1776	109	-15	15	1776	109	-15	15	1776	109	-15	15	1776	109	-15	15	1776
110	-126	27	1803	110	-126	27	1803	110	-126	27	1803	110	-126	27	1803	110	-126	27	1803	110	-126	27	1803	110	-126	27	1803	110	-126	27	1803	110	-126	27	1803	110	-126	27	1803	110	-126	27	1803	110	-126	27	1803	110	-126	27	1803	110	-126	27	1803	110	-126	27	1803	110	-126	27	1803	110	-126	27	1803	110	-126	27	1803	110	-126	27	1803	110	-126	27	1803	110	-126	27	1803	110	-126	27	1803	110	-126	27	1803	110	-126	27	1803	110	-126	27	1803	110	-126	27	1803
111	-118	19	1822	111	-118	19	1822	111	-118	19	1822	111	-118	19	1822	111	-118	19	1822	111	-118	19	1822	111	-118	19	1822	111	-118	19	1822	111	-118	19	1822	111	-118	19	1822	111	-118	19	1822	111	-118	19	1822	111	-118	19	1822	111	-118	19	1822	111	-118	19	1822	111	-118	19	1822	111	-118	19	1822	111	-118	19	1822	111	-118	19	1822	111	-118	19	1822	111	-118	19	1822	111	-118	19	1822	111	-118	19	1822	111	-118	19	1822	111	-118	19	1822	111	-118	19	1822
112	-15	15	1837	112	-15	15	1837	112	-15	15	1837	112	-15	15	1837	112	-15	15	1837	112	-15	15	1837	112	-15	15	1837	112	-15	15	1837	112	-15	15	1837	112	-15	15	1837	112	-15	15	1837	112	-15	15	1837	112	-15	15	1837	112	-15	15	1837	112	-15	15	1837	112	-15	15	1837	112	-15	15	1837	112	-15	15	1837	112	-15	15	1837	112	-15	15	1837	112	-15	15	1837	112	-15	15	1837	112	-15	15	1837	112	-15	15	1837	112	-15	15	1837	112	-15	15	1837
113	-13	13	1850	113	-13	13	1850	113	-13	13	1850	113	-13	13	1850	113	-13	13	1850	113	-13	13	1850	113	-13	13	1850	113	-13	13	1850	113	-13	13	1850	113	-13	13	1850	113	-13	13	1850	113	-13	13	1850	113	-13	13	1850	113	-13	13	1850	113	-13	13	1850	113	-13	13	1850	113	-13	13	1850	113	-13	13	1850	113	-13	13	1850	113	-13	13	1850	113	-13	13	1850	113	-13	13	1850	113	-13	13	1850	113	-13	13	1850	113	-13	13	1850	113	-13	13	1850
114	-116	17	1867	114	-116	17	1867	114	-116	17	1867	114	-116	17	1867	114	-116	17	1867	114	-116	17	1867	114	-116	17	1867	114	-116	17	1867	114	-116	17	1867	114	-116	17	1867	114	-116	17	1867	114	-116	17	1867	114	-116	17	1867	114	-116	17	1867	114	-116	17	1867	114	-116	17	1867	114	-116	17	1867	114	-116	17	1867	114	-116	17	1867	114	-116	17	1867	114	-116	17	1867	114	-116	17	1867	114	-116	17	1867	114	-116	17	1867	114	-116	17	1867	114	-116	17	1867
115	-113	14	1881	115	-113	14	1881	115	-113	14	1881	115	-113	14	1881	115	-113	14	1881	115	-113	14	1881	115	-113	14	1881	115	-113	14	1881	115	-113	14	1881	115	-113	14	1881	115	-113	14	1881	115	-113	14	1881	115	-113	14	1881	115	-113	14	1881	115	-113	14	1881	115	-113	14	1881	115	-113	14	1881	115	-113	14	1881	115	-113	14	1881	115	-113	14	1881	115	-113	14	1881	115	-113	14	1881	115	-113	14	1881	115	-113	14	1881	115	-113	14	1881	115	-113	14	1881
116	-13	13	1894	116	-13	13	1894	116	-13	13	1894	116	-13	13	1894	116	-13	13	1894	116	-13	13	1894	116	-13	13	1894	116	-13	13	1894	116	-13	13	1894	116	-13	13	1894	116	-13	13	1894	116	-13	13	1894	116	-13	13	1894	116	-13	13	1894	116	-13	13	1894	116	-13	13	1894	116	-13	13	1894	116	-13	13	1894	116	-13	13	1894	116	-13	13	1894	116	-13	13	1894	116	-13	13	1894	116	-13	13	1894	116	-13	13	1894	116	-13	13	1894	116	-13	13	1894
117	-19	19	1913	117	-19	19	1913	117	-19	19	1913	117	-19	19	1913	117	-19	19	1913	117	-19	19	1913	117	-19	19	1913	117	-19	19	1913	117	-19	19	1913	117	-19	19	1913	117	-19	19	1913	117	-19	19	1913	117	-19	19	1913	117	-19	19	1913	117	-19	19	1913	117	-19	19	1913	117	-19	19	1913	117	-19	19	1913	117	-19	19	1913	117	-19	19	1913	117	-19	19	1913	117	-19	19	1913	117	-19	19	1913	117	-19	19	1913	117	-19	19	1913	117	-19	19	1913
118	-234	36	1949	118	-234	36	1949	118	-234	36	1949	118	-234	36	1949	118	-234	36	1949	118	-234	36	1949	118	-234	36	1949	118	-234	36	1949	118	-234	36	1949	118	-234	36	1949	118	-234	36	1949	118	-234	36	1949	118	-234	36	1949	118	-234	36	1949	118	-234	36	1949	118	-234	36	1949	118	-234	36	1949	118	-234	36	1949	118	-234	36	1949	118	-234	36	1949	118	-234	36	1949	118	-234	36	1949	118	-234	36	1949	118	-234	36	1949	118	-234	36	1949	118	-234	36	1949
119	-13	13	1962	119	-13	13	1962	119	-13	13	1962	119	-13	13	1962	119	-13	13	1962	119	-13	13	1962	119	-13	13	1962	119	-13	13	1962	119	-13	13	1962	119	-13	13	1962	119	-13	13	1962	119	-13	13	1962	119	-13	13	1962	119	-13	13	1962	119	-13	13	1962	119	-13	13	1962	119	-13	13	1962	119	-13	13	1962	119	-13	13	1962	119	-13	13	1962	119	-13	13	1962	119	-13	13	1962	119	-13	13	1962	119	-13	13	1962	119	-13	13	1962	119	-13	13	1962
120	-113	14	1976	120	-113	14	1976	120	-113	14	1976	120	-113	14	1976	120	-113	14	1976	120	-113	14	1976	120	-113	14	1976	120	-113	14	1976	120	-113	14	1976	120	-113	14	1976	120	-113	14	1976	120	-113	14	1976	120	-113	14	1976	120	-113	14	1976	120	-113	14	1976	120	-113	14	1976	120	-113	14	1976	120	-113	14	1976	120	-113	14	1976	120	-113	14	1976	120	-113	14	1976	120	-113	14	1976	120	-113	14	1976	120	-113	14	1976	120	-113	14	1976	120	-113	14	1976
121	-13	13	1989	121	-13	13	1989	121	-13	13	1989	121	-13	13	1989	121	-13	13	1989	121	-13	13	1989	121	-13	13	1989	121	-13	13	1989	121	-13	13	1989	121	-13	13	1989	121	-13	13	1989	121	-13	13	1989	121	-13	13	1989	121	-13	13	1989	121	-13	13	1989	121	-13	13	1989	121	-13	13	1989	121	-13	13	1989	121	-13	13	1989	121	-13	13	1989	121	-13	13	1989	121	-13	13	1989	121	-13	13	1989	121	-13	13	1989	121	-13	13	1989	121	-13	13	1989
122	-16	16	2005	122	-16	16	2005	122	-16	16	2005	122	-16	16	2005	122	-16	16	2005	122	-16	16	2005	122	-16	16	2005	122	-16	16	2005	122	-16	16	2005	122	-16	16	2005	122	-16	16	2005	122	-16	16	2005	122	-16	16	2005	122	-16	16	2005	122	-16	16	2005	122	-16	16	2005	122	-16	16	2005	122	-16	16	2005	122	-16	16	2005	122	-16	16	2005	122	-16	16	2005	122	-16	16	2005	122	-16	16	2005	122	-16	16	2005	122	-16	16	2005	122	-16	16	2005
123	-23	23	2028	123	-23	23	2028	123	-23	23	2028	123	-23	23	2028	123	-23	23	2028	123	-23	23	2028	123	-23	23	2028	123	-23	23	2028	123	-23	23	2028	123	-23	23	2028	123	-23	23	2028	123	-23	23	2028	123	-23	23	2028	123	-23	23	2028	123	-23	23	2028	123	-23	23	2028	123	-23	23	2028	123	-23	23	2028	123	-23	23	2028	123	-23	23	2028	123	-23	23	2028	123	-23	23	2028	123	-23	23	2028	123	-23	23	2028	123	-23	23	2028	123	-23	23	2028
124	-15	15	2043	124	-15	15	2043	124	-15	15	2043	124	-15	15	2043	124	-15	15	2043	124	-15	15	2043	124	-15	15	2043	124	-15	15	2043	124	-15	15	2043	124	-15	15	2043	124	-15	15	2043	124	-15	15	2043	124	-15	15	2043	124	-15	15	2043	124	-15	15	2043	124	-15	15	2043	124	-15	15	2043	124	-15	15	2043	124	-15	15	2043	124	-15	15	2043	124	-15	15	2043	124	-15	15	2043	124	-15	15	2043	124	-15	15	2043	124	-15	15	2043	124	-15	15	2043
125	-13	13	2056	125	-13	13	2056	125	-13	13	2056	125	-13	13	2056	125	-13	13	2056	125	-13	13	2056	125	-13	13	2056	125	-13	13	2056	125	-13	13	2056	125	-13	13	2056	125	-13	13	2056	125	-13	13	2056	125	-13	13	2056	125	-13	13	2056	125	-13	13	2056	125	-13	13	2056	125	-13	13	2056	125	-13	13	2056	125	-13	13	2056	125	-13	13	2056	125	-13	13	2056	125	-13	13	2056	125	-13	13	2056	125	-13	13	2056	125	-13	13	2056	125	-13	13	2056
126	-13	13	2069	126	-13	13	2069	126	-13	13	2069	126	-13	13	2069	126	-13	13	2069	126	-13	13	2069	126	-13	13	2069	126	-13	13	2069	126	-13	13	2069	126	-13	13	2069	126	-13	13	2069	126	-13	13	2069	126	-13	13	2069	126	-13	13	2069	126	-13	13	2069	126	-13	13	2069	126	-13	13	2069	126	-13	13	2069	126	-13	13	2069	126	-13	13	2069	126	-13	13	2069	126	-13	13	2069	126	-13	13	2069	126	-13	13	2069	126	-13	13	2069	126	-13	13	2069
127	-118	19	2088	127	-118	19	2088	127	-118	19	2088	127	-118	19	2088	127	-118	19	2088	127	-118	19	2088	127	-118	19	2088	127	-118	19	2088	127	-118	19	2088	127	-118	19	2088	127	-118	19	2088	127	-118	19	2088	127	-118	19	2088	127	-118	19	2088	127	-118	19	2088	127	-118	19	2088	127	-118	19	2088	127	-118	19	2088	127	-118	19	2088	127	-118	19	2088	127	-118	19	2088	127	-118	19	2088	127	-118	19	2088	127	-118	19	2088	127	-118	19	2088	127	-118	19	2088
128	-123	24	2112	128	-123	24	2112	128	-123	24	2112	128	-123	24	2112	128	-123	24	2112	128	-123	24	2112	128	-123	24	2112	128	-123	24	2112	128	-123	24	2112	128	-123	24	2112	128	-123	24	2112	128	-123	24	2112	128	-123	24	2112	128	-123	24	2112	128	-123	24	2112	128	-123	24	2112	128	-123	24	2112	128	-123	24	2112	128	-123	24	2112	128	-123	24	2112	128	-123	24	2112	128	-123	24	2112	128	-123	24	2112	128	-123	24	2112	128	-123	24	2112	128	-123	24	2112
129	-21	21	2133	129	-21	21	2133	129	-21	21	2133	129	-21	21	2133	129	-21	21	2133	129	-21	21	2133	129	-21	21	2133	129	-21	21	2133	129	-21	21	2133	129	-21	21	2133	129	-21	21	2133	129	-21	21	2133	129	-21	21	2133	129	-21	21	2133	129	-21	21	2133	129	-21	21	2133	129	-21	21	2133	129	-21	21	2133	129	-21	21	2133	129	-21	21	2133	129	-21	21	2133	129	-21	21	2133	129	-21	21	2133	129	-21	21	2133	129	-21	21	2133	129	-21	21	2133
130	-13	13	2146	130	-13	13	2146	130	-13	13	2146	130	-13	13	2146	130	-13	13	2146	130	-13	13	2146	130	-13	13	2146	130	-13	13	2146	130	-13	13	2146	130	-13	13	2146	130	-13	13	2146	130	-13	13	2146	130	-13	13	2146	130	-13	13	2146	130	-13	13	2146	130	-13	13	2146	130	-13	13	2146	130	-13	13	2146	130	-13	13	2146	130	-13	13	2146	130	-13	13	2146	130	-13	13	2146	130	-13	13	2146	130	-13	13	2146	130	-13	13	2146	130	-13	13	2146
131	-13	13	2159	131	-13	13	2159	131	-13	13	2159	131	-13	13	2159	131	-13	13	2159	131	-13	13	2159	131	-13	13	2159	131	-13	13	2159	131	-13	13	2159	131	-13	13	2159	131	-13	13	2159	131	-13	13	2159	131	-13	13	2159	131	-13	13	2159	131	-13	13	2159	131	-13	13	2159	131	-13	13	2159	131	-13	13	2159	131	-13	13	2159	131	-13	13	2159	131	-13	13	2159	131	-13	13	2159	131	-13	13	2159	131	-13	13	2159	131	-13	13	2159	131	-13	13	2159
132	-13	13	2172	132	-13	13	2172	132	-13	13	2172	132	-13	13	2172	132	-13	13	2172	132	-13	13	2172	132	-13	13	2172	132	-13	13	2172	132	-13	13	2172	132	-13	13	2172	132	-13	13	2172	132	-13	13	2172	132	-13	13	2172	132	-13	13	2172	132	-13	13	2172	132	-13	13	2172	132	-13	13	2172	132	-13	13	2172	132	-13	13	2172	132	-13	13	2172	132	-13	13	2172	132	-13	13	2172	132	-13	13	2172	132	-13	13	2172	132	-13	13	2172	132	-13	13	2172
133	-117	18	2190	133	-117	18	2190	133	-117	18	2190	133	-117	18	2190	133	-117	18	2190	133	-117	18	2190	133	-117	18	2190	133	-117	18	2190	133	-117	18	2190	133	-117	18	2190	133	-117	18	2190	133	-117	18	2190	133	-117	18	2190	133	-117	18	2190	133	-117	18	2190	133	-117	18	2190	133	-117	18	2190	133	-117	18	2190	133	-117	18	2190	133	-117	18	2190	133	-117	18	2190	133	-117	18	2190	133	-117	18	2190	133	-117	18	2190	133	-117	18	2190	133	-117	18	2190
134	-13	13	2203	134	-13	13	2203	134	-13	13	2203	134	-13	13	2203	134	-13	13	2203	134	-13	13	2203	134	-13	13	2203	134	-13	13	2203	134	-13	13	2203	134	-13	13	2203	134	-13	13	2203	134	-13	13	2203	134	-13	13	2203	134	-13	13	2203	134	-13	13	2203	134	-13	13	2203	134	-13	13	2203	134	-13	13	2203	134	-13	13	2203	134	-13	13	2203	134	-13	13	2203	134	-13	13	2203	134	-13	13	2203	134	-13	13	2203	134	-13	13	2203	134	-13	13	2203
135	-20	20	2223	135	-20	20	2223	135	-20	20	2223	135	-20	20	2223	135	-20	20	2223	135	-20	20	2223	135	-20	20	2223	135	-20	20	2223	135	-20	20	2223	135	-20	20	2223	135	-20	20	2223	135	-20	20	2223	135	-20	20	2223	135	-20	20	2223	135	-20	20	2223	135	-20	20	2223	135	-20	20	2223	135	-20	20	2223	135	-20	20	2223	135	-20	20	2223	135	-20	20	2223	135	-20	20	2223	135	-20	20	2223	135	-20	20	2223	135	-20	20	2223	135	-20	20	2223
136	-115	16	2239	136	-115	16	2239	136	-115	16	2239	136	-115	16	2239	136	-115	16	2239	136	-115	16	2239	136	-115	16	2239	136	-115	16	2239	136	-115	16	2239	136	-115	16	2239	136	-115	16	2239	136	-115	16	2239	136	-115	16	2239	136	-115	16	2239	136	-115	16	2239	136	-115	16	2239	136	-115	16	2239	136	-115	16	2239	136	-115	16	2239	136	-115	16	2239	136	-115	16	2239	136	-115	16	2239	136	-115	16	2239	136	-115	16	2239	136	-115	16	2239	136	-115	16	2239
137	-113	14	2253	137	-113	14	2253	137	-113	14	2253	137	-113	14	2253	137	-113	14	2253	137	-113	14	2253	137	-113	14	2253	137	-113	14	2253	137	-113	14	2253	137	-113	14	2253	137	-113	14	2253	137	-113	14	2253	137	-113	14	2253	137	-113	14	2253	137	-113	14	2253	137	-113	14	2253	137	-113	14	2253	137	-113	14	2253	137	-113	14	2253	137	-113	14	2253	137	-113	14	2253	137	-113	14	2253	137	-113	14	2253	137	-113	14	2253	137	-113	14	2253	137	-113	14	2253
138	-13	13	2266	138	-13	13	2266	138	-13	13	2266	138	-13	13	2266	138	-13	13	2266	138	-13	13	2266	138	-13	13	2266	138	-13	13	2266	138	-13	13	2266	138	-13	13	2266	138	-13	13	2266	138	-13	13	2266	138	-13	13	2266	138	-13	13	2266	138	-13	13	2266	138	-13	13	2266	138	-13	13	2266	138	-13	13	2266	138	-13	13	2266	138	-13	13	2266	138	-13	13	2266	138	-13	13	2266	138	-13	13	2266	138	-13	13	2266	138	-13	13	2266	138	-13	13	2266
139	-18	18	2284	139	-18	18	2284	139	-18	18	2284	139	-18	18	2284	139	-18	18	2284	139	-18	18	2284	139	-18	18	2284	139	-18	18	2284	139	-18	18	2284	139	-18	18	2284	139	-18	18	2284	139	-18	18	2284	139	-18	18	2284	139	-18	18	2284	139	-18	18	2284	139	-18	18	2284	139	-18	18	2284	139	-18	18	2284	139	-18	18	2284	139	-18	18	2284	139	-18	18	2284	139	-18	18	2284	139	-18	18	2284	139	-18	18	2284	139	-18	18	2284	139	-18	18	2284
140	-15	15	2299	140	-15	15	2299	140	-15	15	2299	140	-15	15	2299	140	-15	15	2299	140	-15	15	2299	140	-15	15	2299	140	-15	15	2299	140	-15	15	2299	140	-15	15	2299	140	-15	15	2299	140	-15	15	2299	140	-15	15	2299	140	-15	15	2299	140	-15	15	2299	140	-15	15	2299	140	-15	15	2299	140	-15	15	2299	140	-15	15	2299	140	-15	15	2299	140	-15	15	2299	140	-15	15	2299	140	-15	15	2299	140	-15	15	2299	140	-15	15	2299	140	-15	15	2299
141	-13	13	2312	141	-13	13	2312	141	-13	13	2312	141	-13	13	2312	141	-13	13	2312	141	-13	13	2312	141	-13	13	2312	141	-13	13	2312	141	-13	13	2312	141	-13	13	2312	141	-13	13	2312	141	-13	13	2312	141	-13	13	2312	141	-13	13	2312	141	-13	13	2312	141	-13	13	2312	141	-13	13	2312	141	-13	13	2312	141	-13	13	2312	141	-13	13	2312	141	-13	13	2312	141	-13	13	2312	141	-13	13	2312	141	-13	13	2312	141	-13	13	2312	141	-13	13	2312
142	-15	15	2327	142	-15	15	2327	142	-15	15	2327	142	-15	15	2327	142	-15	15	2327	142	-15	15	2327	142	-15	15	2327	142	-15	15	2327	142	-15	15	2327	142	-15	15	2327	142	-15	15	2327	142	-15	15	2327	142	-15	15	2327	142	-15	15	2327	142	-15	15	2327	142	-15	15	2327	142	-15	15	2327	142	-15	15	2327	142	-15	15	2327	142	-15	15	2327	142	-15	15	2327	142	-15	15	2327	142	-15	15	2327	142	-15	15	2327	142	-15	15	2327	142	-15	15	2327
143	-13	13	2340	143	-13	13	2340	143	-13	13	2340	143	-13	13	2340	143	-13	13	2340	143	-13	13	2340	143	-13	13	2340	143	-13	13	2340	143	-13	13	2340	143	-13	13	2340	143	-13	13	2340	143	-13	13	2340	143	-13	13	2340	143	-13	13	2340	143	-13	13	2340	143	-13	13	2340	143	-13	13	2340	143	-13	13	2340	143	-13	13	2340	143	-13	13	2340	143	-13	13	2340	143	-13	13	2340	143	-13	13	2340	143	-13	13	2340	143	-13	13	2340	143	-13	13	2340
144	-118	19	2359	144	-118	19	2359	144	-118	19	2359	144	-118	19	2359	144	-118	19	2359	144	-118	19	2359	144	-118	19	2359	144	-118	19	2359	144	-118	19	2359	144	-118	19	2359	144	-118	19	2359	144	-118	19	2359	144	-118	19	2359	144	-118	19	2359	144	-118	19	2359	144	-118	19	2359	144	-118	19	2359	144	-118	19	2359	144	-118	19	2359	144	-118	19	2359	144	-118	19	2359	144	-118	19	2359	144	-118	19	2359	144	-118	19	2359	144	-118	19	2359	144	-118	19	2359
145	-222	24	2383	145	-222	24	2383	145	-222	24	2383	145	-222	24	2383	145	-222	24	2383	145	-222	24	2383	145	-222	24	2383	145	-222	24	2383	145	-222	24	2383	145	-222	24	2383	145	-222	24	2383	145	-222	24	2383	145	-222	24	2383	145	-222	24	2383	145	-222	24	2383	145	-222	24	2383	145	-222	24	2383	145	-222	24	2383	145	-222	24	2383	145	-222	24	2383	145	-222	24	2383	145	-222	24	2383	145	-222	24	2383	145	-222	24	2383	145	-222	24	2383	145	-222	24	2383
146	-17	17	2400	146	-17	17	2400	146	-17	17	2400	146	-17	17	2400	146	-17	17	2400	146	-17	17	2400	146	-17	17	2400	146	-17	17	2400	146	-17	17	2400	146	-17	17	2400	146	-17	17	2400	146	-17	17	2400	146	-17	17	2400	146	-17	17	2400	146	-17	17	2400	146	-17	17	2400	146	-17	17	2400	146	-17	17	2400	146	-17	17	2400	146	-17	17	2400	146	-17	17	2400	146	-17	17	2400	146	-17	17	2400	146	-17	17	2400	146	-17	17	2400	146	-17	17	2400
147	-13	13	2413	147	-13	13	2413	147	-13	13	2413	147	-13	13	2413	147	-13	13	2413	147	-13	13	2413	147	-13	13	2413	147	-13	13	2413	147	-13	13	2413	147	-13	13	2413	147	-13	13	2413	147	-13	13	2413	147	-13	13	2413	147	-13	13	2413	147	-13	13	2413	147	-13	13	2413	147	-13	13	2413	147	-13	13	2413	147	-13	13	2413	147	-13	13	2413	147	-13	13	2413	147	-13	13	2413	147	-13	13	2413	147	-13	13	2413	147	-13	13	2413	147	-13	13	2413
148	-113	14	2427	148	-113	14	2427	148	-113	14	2427	148	-113	14	2427	148	-113	14	2427	148	-113	14	2427	148	-113	14	2427	148	-113	14	2427	148	-113	14	2427	148	-113	14	2427	148	-113	14	2427	148	-113	14	2427	148	-113	14	2427	148	-113	14	2427	148	-113	14	2427	148	-113	14	2427	148	-113	14	2427	148	-113	14	2427	148	-113	14	2427	148	-113	14	2427	148	-113	14	2427	148	-113	14	2427	148	-113	14	2427	148	-113	14	2427	148	-113	14	2427	148	-113	14	2427
149	-13	13	2440	149	-13	13	2440	149	-13	13	2440	149	-13	13	2440	149	-13	13	2440	149	-13	13	2440	149	-13	13	2440	149	-13	13	2440	149	-13	13	2440	149	-13	13	2440	149	-13	13	2440	149	-13	13	2440	149	-13	13	2440	149	-13	13	2440	149	-13	13	2440	149	-13	13	2440	149	-13	13	2440	149	-13	13	2440	149	-13	13	2440	149	-13	13	2440	149	-13	13	2440	149	-13	13	2440	149	-13	13	2440	149	-13	13	2440	149	-13	13	2440	149	-13	13	2440
150	-14	14	2454	150	-14	14	2454	150	-14	14	2454	150	-14	14	2454	150	-14	14	2454	150	-14	14	2454	150	-14	14	2454	150	-14	14	2454	150	-14	14	2454	150	-14	14	2454	150	-14	14	2454	150	-14	14	2454	150	-14	14	2454	150	-14	14	2454	150	-14	14	2454	150	-14	14	2454	150	-14	14	2454	150	-14	14	2454	150	-14	14	2454	150	-14	14	2454	150	-14	14	2454	150	-14	14	2454	150	-14	14	2454	150	-14	14	2454	150	-14	14	2454	150	-14	14	2454
151	-120	21	2475	151	-120	21	2475	151	-120	21	2475	151	-120	21	2475	151	-120	21	2475	151	-120	21	2475	151	-120	21	2475	151	-120	21	2475	151	-120	21	2475	151	-120	21	2475	151	-120	21	2475	151	-120	21	2475	151	-120	21	2475	151	-120	21	2475	151	-120	21	2475	151	-120	21	2475	151	-120	21	2475	151	-120	21	2475	151	-120	21	2475	151	-120	21	2475	151	-120	21	2475	151	-120	21	2475	151	-120	21	2475	151	-120	21	2475	151	-120	21	2475	151	-120	21	2475
152	-219	21	2496	152	-219	21	2496	152	-219	21	2496	152	-219	21	2496	152	-219	21	2496	152	-219	21	2496	152	-219	21	2496	152	-219	21	2496	152	-219	21	2496	152	-219	21	2496	152	-219	21	2496	152	-219	21	2496	152	-219	21	2496	152	-219	21	2496	152	-219	21	2496	152	-219	21	2496	152	-219	21	2496	152	-219	21	2496	152	-219	21	2496	152	-219	21	2496	152	-219	21	2496	152	-219	21	2496	152	-219	21	2496	152	-219	21	2496	152	-219	21	2496	152	-219	21	2496
153	-13	13	2509	153	-13	13	2509	153	-13	13	2509	153	-13	13	2509	153	-13	13	2509	153	-13	13	2509	153	-13	13	2509	153	-13	13	2509	153	-13	13	2509	153	-13	13	2509	153	-13	13	2509	153	-13	13	2509	153	-13	13	2509	153	-13	13	2509	153	-13	13	2509	153	-13	13	2509	153	-13	13	2509	153	-13	13	2509	153	-13	13	2509	153	-13	13	2509	153	-13	13	2509	153	-13	13	2509	153	-13	13	2509	153	-13	13	2509	153	-13	13	2509	153	-13	13	2509
154	-226	28	2537	154	-226	28	2537	154	-226	28	2537	154	-226	28	2537	154	-226	28	2537	154	-226	28	2537	154	-226	28	2537	154	-226	28	2537	154	-226	28	2537	154	-226	28	2537	154	-226	28	2537	154	-226	28	2537	154	-226	28	2537	154	-226	28	2537	154	-226	28	2537	154	-226	28	2537	154	-226	28	2537	154	-226	28	2537	154	-226	28	2537	154	-226	28	2537	154	-226	28	2537	154	-226	28	2537	154	-226	28	2537	154	-226	28	2537	154	-226	28	2537	154	-226	28	2537
155	-15	15	2552	155	-15	15	2552	155	-15	15	2552	155	-15	15	2552	155	-15	15	2552	155	-15	15	2552	155	-15	15	2552	155	-15	15	2552	155	-15	15	2552	155	-15	15	2552	155	-15	15	2552	155	-15	15	2552	155	-15	15	2552	155	-15	15	2552	155	-15	15	2552	155	-15	15	2552	155	-15	15	2552	155	-15	15	2552	155	-15	15	2552	155	-15	15	2552	155	-15	15	2552	155	-15	15	2552	155	-15	15	2552	155	-15	15	2552	155	-15	15	2552	155	-15	15	2552
156	-13	13	2565	156	-13	13	2565	156	-13	13	2565	156	-13	13	2565	156	-13	13	2565	156	-13	13	2565	156	-13	13	2565	156	-13	13	2565	156	-13	13	2565	156	-13	13	2565	156	-13	13	2565	156	-13	13	2565	156	-13	13	2565	156	-13	13	2565	156	-13	13	2565	156	-13	13	2565	156	-13	13	2565	156	-13	13	2565	156	-13	13	2565	156	-13	13	2565	156	-13	13	2565	156	-13	13	2565	156	-13	13	2565	156	-13	13	2565	156	-13	13	2565	156	-13	13	2565
157	-15	15	2580	157	-15	15	2580	157	-15	15	2580	157	-15	15	2580	157	-15	15	2580	157	-15	15	2580	157	-15	15	2580	157	-15	15	2580	157	-15	15	2580	157	-15	15	2580	157	-15	15	2580	157	-15	15	2580	157	-15	15	2580	157	-15	15	2580	157	-15	15	2580	157	-15	15	2580	157	-15	15	2580	157	-15	15	2580	157	-15	15	2580	157	-15	15	2580	157	-15	15	2580	157	-15	15	2580	157	-15	15	2580	157	-15	15	2580	157	-15	15	2580	157	-15	15	2580
