Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps
120	-40	40	9346	120	-40	40	9346	120	-40	40	9346	120	-40	40	9346	120	-40	40	9346	120	-40	40	9346	120	-40	40	9346	120	-40	40	9346	120	-40	40	9346	120	-40	40	9346	120	-40	40	9346	120	-40	40	9346	120	-40	40	9346	120	-40	40	9346	120	-40	40	9346	120	-40	40	9346	120	-40	40	9346	120	-40	40	9346	120	-40	40	9346	120	-40	40	9346	120	-40	40	9346	120	-40	40	9346
121	-36	36	9382	121	-36	36	9382	121	-36	36	9382	121	-36	36	9382	121	-36	36	9382	121	-36	36	9382	121	-36	36	9382	121	-36	36	9382	121	-36	36	9382	121	-36	36	9382	121	-36	36	9382	121	-36	36	9382	121	-36	36	9382	121	-36	36	9382	121	-36	36	9382	121	-36	36	9382	121	-36	36	9382	121	-36	36	9382	121	-36	36	9382	121	-36	36	9382	121	-36	36	9382	121	-36	36	9382
122	-29	29	9411	122	-29	29	9411	122	-29	29	9411	122	-29	29	9411	122	-29	29	9411	122	-29	29	9411	122	-29	29	9411	122	-29	29	9411	122	-29	29	9411	122	-29	29	9411	122	-29	29	9411	122	-29	29	9411	122	-29	29	9411	122	-29	29	9411	122	-29	29	9411	122	-29	29	9411	122	-29	29	9411	122	-29	29	9411	122	-29	29	9411	122	-29	29	9411	122	-29	29	9411	122	-29	29	9411
123	-33	33	9444	123	-33	33	9444	123	-33	33	9444	123	-33	33	9444	123	-33	33	9444	123	-33	33	9444	123	-33	33	9444	123	-33	33	9444	123	-33	33	9444	123	-33	33	9444	123	-33	33	9444	123	-33	33	9444	123	-33	33	9444	123	-33	33	9444	123	-33	33	9444	123	-33	33	9444	123	-33	33	9444	123	-33	33	9444	123	-33	33	9444	123	-33	33	9444	123	-33	33	9444	123	-33	33	9444
124	-33	33	9477	124	-33	33	9477	124	-33	33	9477	124	-33	33	9477	124	-33	33	9477	124	-33	33	9477	124	-33	33	9477	124	-33	33	9477	124	-33	33	9477	124	-33	33	9477	124	-33	33	9477	124	-33	33	9477	124	-33	33	9477	124	-33	33	9477	124	-33	33	9477	124	-33	33	9477	124	-33	33	9477	124	-33	33	9477	124	-33	33	9477	124	-33	33	9477	124	-33	33	9477	124	-33	33	9477
125	-45	45	9522	125	-45	45	9522	125	-45	45	9522	125	-45	45	9522	125	-45	45	9522	125	-45	45	9522	125	-45	45	9522	125	-45	45	9522	125	-45	45	9522	125	-45	45	9522	125	-45	45	9522	125	-45	45	9522	125	-45	45	9522	125	-45	45	9522	125	-45	45	9522	125	-45	45	9522	125	-45	45	9522	125	-45	45	9522	125	-45	45	9522	125	-45	45	9522	125	-45	45	9522	125	-45	45	9522
126	-31	31	9553	126	-31	31	9553	126	-31	31	9553	126	-31	31	9553	126	-31	31	9553	126	-31	31	9553	126	-31	31	9553	126	-31	31	9553	126	-31	31	9553	126	-31	31	9553	126	-31	31	9553	126	-31	31	9553	126	-31	31	9553	126	-31	31	9553	126	-31	31	9553	126	-31	31	9553	126	-31	31	9553	126	-31	31	9553	126	-31	31	9553	126	-31	31	9553	126	-31	31	9553	126	-31	31	9553
127	-25	25	9578	127	-25	25	9578	127	-25	25	9578	127	-25	25	9578	127	-25	25	9578	127	-25	25	9578	127	-25	25	9578	127	-25	25	9578	127	-25	25	9578	127	-25	25	9578	127	-25	25	9578	127	-25	25	9578	127	-25	25	9578	127	-25	25	9578	127	-25	25	9578	127	-25	25	9578	127	-25	25	9578	127	-25	25	9578	127	-25	25	9578	127	-25	25	9578	127	-25	25	9578	127	-25	25	9578
128	-42	42	9620	128	-42	42	9620	128	-42	42	9620	128	-42	42	9620	128	-42	42	9620	128	-42	42	9620	128	-42	42	9620	128	-42	42	9620	128	-42	42	9620	128	-42	42	9620	128	-42	42	9620	128	-42	42	9620	128	-42	42	9620	128	-42	42	9620	128	-42	42	9620	128	-42	42	9620	128	-42	42	9620	128	-42	42	9620	128	-42	42	9620	128	-42	42	9620	128	-42	42	9620	128	-42	42	9620
129	-41	41	9661	129	-41	41	9661	129	-41	41	9661	129	-41	41	9661	129	-41	41	9661	129	-41	41	9661	129	-41	41	9661	129	-41	41	9661	129	-41	41	9661	129	-41	41	9661	129	-41	41	9661	129	-41	41	9661	129	-41	41	9661	129	-41	41	9661	129	-41	41	9661	129	-41	41	9661	129	-41	41	9661	129	-41	41	9661	129	-41	41	9661	129	-41	41	9661	129	-41	41	9661	129	-41	41	9661
130	-28	28	9689	130	-28	28	9689	130	-28	28	9689	130	-28	28	9689	130	-28	28	9689	130	-28	28	9689	130	-28	28	9689	130	-28	28	9689	130	-28	28	9689	130	-28	28	9689	130	-28	28	9689	130	-28	28	9689	130	-28	28	9689	130	-28	28	9689	130	-28	28	9689	130	-28	28	9689	130	-28	28	9689	130	-28	28	9689	130	-28	28	9689	130	-28	28	9689	130	-28	28	9689	130	-28	28	9689
131	-34	34	9723	131	-34	34	9723	131	-34	34	9723	131	-34	34	9723	131	-34	34	9723	131	-34	34	9723	131	-34	34	9723	131	-34	34	9723	131	-34	34	9723	131	-34	34	9723	131	-34	34	9723	131	-34	34	9723	131	-34	34	9723	131	-34	34	9723	131	-34	34	9723	131	-34	34	9723	131	-34	34	9723	131	-34	34	9723	131	-34	34	9723	131	-34	34	9723	131	-34	34	9723	131	-34	34	9723
132	-30	30	9753	132	-30	30	9753	132	-30	30	9753	132	-30	30	9753	132	-30	30	9753	132	-30	30	9753	132	-30	30	9753	132	-30	30	9753	132	-30	30	9753	132	-30	30	9753	132	-30	30	9753	132	-30	30	9753	132	-30	30	9753	132	-30	30	9753	132	-30	30	9753	132	-30	30	9753	132	-30	30	9753	132	-30	30	9753	132	-30	30	9753	132	-30	30	9753	132	-30	30	9753	132	-30	30	9753
133	-32	32	9785	133	-32	32	9785	133	-32	32	9785	133	-32	32	9785	133	-32	32	9785	133	-32	32	9785	133	-32	32	9785	133	-32	32	9785	133	-32	32	9785	133	-32	32	9785	133	-32	32	9785	133	-32	32	9785	133	-32	32	9785	133	-32	32	9785	133	-32	32	9785	133	-32	32	9785	133	-32	32	9785	133	-32	32	9785	133	-32	32	9785	133	-32	32	9785	133	-32	32	9785	133	-32	32	9785
134	-24	24	9809	134	-24	24	9809	134	-24	24	9809	134	-24	24	9809	134	-24	24	9809	134	-24	24	9809	134	-24	24	9809	134	-24	24	9809	134	-24	24	9809	134	-24	24	9809	134	-24	24	9809	134	-24	24	9809	134	-24	24	9809	134	-24	24	9809	134	-24	24	9809	134	-24	24	9809	134	-24	24	9809	134	-24	24	9809	134	-24	24	9809	134	-24	24	9809	134	-24	24	9809	134	-24	24	9809
135	-22	22	9831	135	-22	22	9831	135	-22	22	9831	135	-22	22	9831	135	-22	22	9831	135	-22	22	9831	135	-22	22	9831	135	-22	22	9831	135	-22	22	9831	135	-22	22	9831	135	-22	22	9831	135	-22	22	9831	135	-22	22	9831	135	-22	22	9831	135	-22	22	9831	135	-22	22	9831	135	-22	22	9831	135	-22	22	9831	135	-22	22	9831	135	-22	22	9831	135	-22	22	9831	135	-22	22	9831
136	-40	40	9871	136	-40	40	9871	136	-40	40	9871	136	-40	40	9871	136	-40	40	9871	136	-40	40	9871	136	-40	40	9871	136	-40	40	9871	136	-40	40	9871	136	-40	40	9871	136	-40	40	9871	136	-40	40	9871	136	-40	40	9871	136	-40	40	9871	136	-40	40	9871	136	-40	40	9871	136	-40	40	9871	136	-40	40	9871	136	-40	40	9871	136	-40	40	9871	136	-40	40	9871	136	-40	40	9871
137	-38	38	9909	137	-38	38	9909	137	-38	38	9909	137	-38	38	9909	137	-38	38	9909	137	-38	38	9909	137	-38	38	9909	137	-38	38	9909	137	-38	38	9909	137	-38	38	9909	137	-38	38	9909	137	-38	38	9909	137	-38	38	9909	137	-38	38	9909	137	-38	38	9909	137	-38	38	9909	137	-38	38	9909	137	-38	38	9909	137	-38	38	9909	137	-38	38	9909	137	-38	38	9909	137	-38	38	9909
138	-24	24	9933	138	-24	24	9933	138	-24	24	9933	138	-24	24	9933	138	-24	24	9933	138	-24	24	9933	138	-24	24	9933	138	-24	24	9933	138	-24	24	9933	138	-24	24	9933	138	-24	24	9933	138	-24	24	9933	138	-24	24	9933	138	-24	24	9933	138	-24	24	9933	138	-24	24	9933	138	-24	24	9933	138	-24	24	9933	138	-24	24	9933	138	-24	24	9933	138	-24	24	9933	138	-24	24	9933
139	-24	24	9957	139	-24	24	9957	139	-24	24	9957	139	-24	24	9957	139	-24	24	9957	139	-24	24	9957	139	-24	24	9957	139	-24	24	9957	139	-24	24	9957	139	-24	24	9957	139	-24	24	9957	139	-24	24	9957	139	-24	24	9957	139	-24	24	9957	139	-24	24	9957	139	-24	24	9957	139	-24	24	9957	139	-24	24	9957	139	-24	24	9957	139	-24	24	9957	139	-24	24	9957	139	-24	24	9957
140	-23	23	9980	140	-23	23	9980	140	-23	23	9980	140	-23	23	9980	140	-23	23	9980	140	-23	23	9980	140	-23	23	9980	140	-23	23	9980	140	-23	23	9980	140	-23	23	9980	140	-23	23	9980	140	-23	23	9980	140	-23	23	9980	140	-23	23	9980	140	-23	23	9980	140	-23	23	9980	140	-23	23	9980	140	-23	23	9980	140	-23	23	9980	140	-23	23	9980	140	-23	23	9980	140	-23	23	9980
141	-35	35	10015	141	-35	35	10015	141	-35	35	10015	141	-35	35	10015	141	-35	35	10015	141	-35	35	10015	141	-35	35	10015	141	-35	35	10015	141	-35	35	10015	141	-35	35	10015	141	-35	35	10015	141	-35	35	10015	141	-35	35	10015	141	-35	35	10015	141	-35	35	10015	141	-35	35	10015	141	-35	35	10015	141	-35	35	10015	141	-35	35	10015	141	-35	35	10015	141	-35	35	10015	141	-35	35	10015
142	-27	27	10042	142	-27	27	10042	142	-27	27	10042	142	-27	27	10042	142	-27	27	10042	142	-27	27	10042	142	-27	27	10042	142	-27	27	10042	142	-27	27	10042	142	-27	27	10042	142	-27	27	10042	142	-27	27	10042	142	-27	27	10042	142	-27	27	10042	142	-27	27	10042	142	-27	27	10042	142	-27	27	10042	142	-27	27	10042	142	-27	27	10042	142	-27	27	10042	142	-27	27	10042	142	-27	27	10042
143	-33	33	10075	143	-33	33	10075	143	-33	33	10075	143	-33	33	10075	143	-33	33	10075	143	-33	33	10075	143	-33	33	10075	143	-33	33	10075	143	-33	33	10075	143	-33	33	10075	143	-33	33	10075	143	-33	33	10075	143	-33	33	10075	143	-33	33	10075	143	-33	33	10075	143	-33	33	10075	143	-33	33	10075	143	-33	33	10075	143	-33	33	10075	143	-33	33	10075	143	-33	33	10075	143	-33	33	10075
144	-37	37	10112	144	-37	37	10112	144	-37	37	10112	144	-37	37	10112	144	-37	37	10112	144	-37	37	10112	144	-37	37	10112	144	-37	37	10112	144	-37	37	10112	144	-37	37	10112	144	-37	37	10112	144	-37	37	10112	144	-37	37	10112	144	-37	37	10112	144	-37	37	10112	144	-37	37	10112	144	-37	37	10112	144	-37	37	10112	144	-37	37	10112	144	-37	37	10112	144	-37	37	10112	144	-37	37	10112
145	-24	24	10136	145	-24	24	10136	145	-24	24	10136	145	-24	24	10136	145	-24	24	10136	145	-24	24	10136	145	-24	24	10136	145	-24	24	10136	145	-24	24	10136	145	-24	24	10136	145	-24	24	10136	145	-24	24	10136	145	-24	24	10136	145	-24	24	10136	145	-24	24	10136	145	-24	24	10136	145	-24	24	10136	145	-24	24	10136	145	-24	24	10136	145	-24	24	10136	145	-24	24	10136	145	-24	24	10136
146	-28	28	10164	146	-28	28	10164	146	-28	28	10164	146	-28	28	10164	146	-28	28	10164	146	-28	28	10164	146	-28	28	10164	146	-28	28	10164	146	-28	28	10164	146	-28	28	10164	146	-28	28	10164	146	-28	28	10164	146	-28	28	10164	146	-28	28	10164	146	-28	28	10164	146	-28	28	10164	146	-28	28	10164	146	-28	28	10164	146	-28	28	10164	146	-28	28	10164	146	-28	28	10164	146	-28	28	10164
147	-31	31	10195	147	-31	31	10195	147	-31	31	10195	147	-31	31	10195	147	-31	31	10195	147	-31	31	10195	147	-31	31	10195	147	-31	31	10195	147	-31	31	10195	147	-31	31	10195	147	-31	31	10195	147	-31	31	10195	147	-31	31	10195	147	-31	31	10195	147	-31	31	10195	147	-31	31	10195	147	-31	31	10195	147	-31	31	10195	147	-31	31	10195	147	-31	31	10195	147	-31	31	10195	147	-31	31	10195
148	-24	24	10219	148	-24	24	10219	148	-24	24	10219	148	-24	24	10219	148	-24	24	10219	148	-24	24	10219	148	-24	24	10219	148	-24	24	10219	148	-24	24	10219	148	-24	24	10219	148	-24	24	10219	148	-24	24	10219	148	-24	24	10219	148	-24	24	10219	148	-24	24	10219	148	-24	24	10219	148	-24	24	10219	148	-24	24	10219	148	-24	24	10219	148	-24	24	10219	148	-24	24	10219	148	-24	24	10219
149	-28	28	10247	149	-28	28	10247	149	-28	28	10247	149	-28	28	10247	149	-28	28	10247	149	-28	28	10247	149	-28	28	10247	149	-28	28	10247	149	-28	28	10247	149	-28	28	10247	149	-28	28	10247	149	-28	28	10247	149	-28	28	10247	149	-28	28	10247	149	-28	28	10247	149	-28	28	10247	149	-28	28	10247	149	-28	28	10247	149	-28	28	10247	149	-28	28	10247	149	-28	28	10247	149	-28	28	10247
150	-21	21	10268	150	-21	21	10268	150	-21	21	10268	150	-21	21	10268	150	-21	21	10268	150	-21	21	10268	150	-21	21	10268	150	-21	21	10268	150	-21	21	10268	150	-21	21	10268	150	-21	21	10268	150	-21	21	10268	150	-21	21	10268	150	-21	21	10268	150	-21	21	10268	150	-21	21	10268	150	-21	21	10268	150	-21	21	10268	150	-21	21	10268	150	-21	21	10268	150	-21	21	10268	150	-21	21	10268
151	-24	24	10292	151	-24	24	10292	151	-24	24	10292	151	-24	24	10292	151	-24	24	10292	151	-24	24	10292	151	-24	24	10292	151	-24	24	10292	151	-24	24	10292	151	-24	24	10292	151	-24	24	10292	151	-24	24	10292	151	-24	24	10292	151	-24	24	10292	151	-24	24	10292	151	-24	24	10292	151	-24	24	10292	151	-24	24	10292	151	-24	24	10292	151	-24	24	10292	151	-24	24	10292	151	-24	24	10292
152	-22	22	10314	152	-22	22	10314	152	-22	22	10314	152	-22	22	10314	152	-22	22	10314	152	-22	22	10314	152	-22	22	10314	152	-22	22	10314	152	-22	22	10314	152	-22	22	10314	152	-22	22	10314	152	-22	22	10314	152	-22	22	10314	152	-22	22	10314	152	-22	22	10314	152	-22	22	10314	152	-22	22	10314	152	-22	22	10314	152	-22	22	10314	152	-22	22	10314	152	-22	22	10314	152	-22	22	10314
153	-24	24	10338	153	-24	24	10338	153	-24	24	10338	153	-24	24	10338	153	-24	24	10338	153	-24	24	10338	153	-24	24	10338	153	-24	24	10338	153	-24	24	10338	153	-24	24	10338	153	-24	24	10338	153	-24	24	10338	153	-24	24	10338	153	-24	24	10338	153	-24	24	10338	153	-24	24	10338	153	-24	24	10338	153	-24	24	10338	153	-24	24	10338	153	-24	24	10338	153	-24	24	10338	153	-24	24	10338
154	-43	43	10381	154	-43	43	10381	154	-43	43	10381	154	-43	43	10381	154	-43	43	10381	154	-43	43	10381	154	-43	43	10381	154	-43	43	10381	154	-43	43	10381	154	-43	43	10381	154	-43	43	10381	154	-43	43	10381	154	-43	43	10381	154	-43	43	10381	154	-43	43	10381	154	-43	43	10381	154	-43	43	10381	154	-43	43	10381	154	-43	43	10381	154	-43	43	10381	154	-43	43	10381	154	-43	43	10381
155	-23	23	10404	155	-23	23	10404	155	-23	23	10404	155	-23	23	10404	155	-23	23	10404	155	-23	23	10404	155	-23	23	10404	155	-23	23	10404	155	-23	23	10404	155	-23	23	10404	155	-23	23	10404	155	-23	23	10404	155	-23	23	10404	155	-23	23	10404	155	-23	23	10404	155	-23	23	10404	155	-23	23	10404	155	-23	23	10404	155	-23	23	10404	155	-23	23	10404	155	-23	23	10404	155	-23	23	10404
156	-153	54	10458	156	-153	54	10458	156	-153	54	10458	156	-153	54	10458	156	-153	54	10458	156	-153	54	10458	156	-153	54	10458	156	-153	54	10458	156	-153	54	10458	156	-153	54	10458	156	-153	54	10458	156	-153	54	10458	156	-153	54	10458	156	-153	54	10458	156	-153	54	10458	156	-153	54	10458	156	-153	54	10458	156	-153	54	10458	156	-153	54	10458	156	-153	54	10458	156	-153	54	10458	156	-153	54	10458
157	-121	22	10480	157	-121	22	10480	157	-121	22	10480	157	-121	22	10480	157	-121	22	10480	157	-121	22	10480	157	-121	22	10480	157	-121	22	10480	157	-121	22	10480	157	-121	22	10480	157	-121	22	10480	157	-121	22	10480	157	-121	22	10480	157	-121	22	10480	157	-121	22	10480	157	-121	22	10480	157	-121	22	10480	157	-121	22	10480	157	-121	22	10480	157	-121	22	10480	157	-121	22	10480	157	-121	22	10480
158	-17	17	10497	158	-17	17	10497	158	-17	17	10497	158	-17	17	10497	158	-17	17	10497	158	-17	17	10497	158	-17	17	10497	158	-17	17	10497	158	-17	17	10497	158	-17	17	10497	158	-17	17	10497	158	-17	17	10497	158	-17	17	10497	158	-17	17	10497	158	-17	17	10497	158	-17	17	10497	158	-17	17	10497	158	-17	17	10497	158	-17	17	10497	158	-17	17	10497	158	-17	17	10497	158	-17	17	10497
159	-19	19	10516	159	-19	19	10516	159	-19	19	10516	159	-19	19	10516	159	-19	19	10516	159	-19	19	10516	159	-19	19	10516	159	-19	19	10516	159	-19	19	10516	159	-19	19	10516	159	-19	19	10516	159	-19	19	10516	159	-19	19	10516	159	-19	19	10516	159	-19	19	10516	159	-19	19	10516	159	-19	19	10516	159	-19	19	10516	159	-19	19	10516	159	-19	19	10516	159	-19	19	10516	159	-19	19	10516
160	-27	27	10543	160	-27	27	10543	160	-27	27	10543	160	-27	27	10543	160	-27	27	10543	160	-27	27	10543	160	-27	27	10543	160	-27	27	10543	160	-27	27	10543	160	-27	27	10543	160	-27	27	10543	160	-27	27	10543	160	-27	27	10543	160	-27	27	10543	160	-27	27	10543	160	-27	27	10543	160	-27	27	10543	160	-27	27	10543	160	-27	27	10543	160	-27	27	10543	160	-27	27	10543	160	-27	27	10543
161	-35	35	10578	161	-35	35	10578	161	-35	35	10578	161	-35	35	10578	161	-35	35	10578	161	-35	35	10578	161	-35	35	10578	161	-35	35	10578	161	-35	35	10578	161	-35	35	10578	161	-35	35	10578	161	-35	35	10578	161	-35	35	10578	161	-35	35	10578	161	-35	35	10578	161	-35	35	10578	161	-35	35	10578	161	-35	35	10578	161	-35	35	10578	161	-35	35	10578	161	-35	35	10578	161	-35	35	10578
162	-19	19	10597	162	-19	19	10597	162	-19	19	10597	162	-19	19	10597	162	-19	19	10597	162	-19	19	10597	162	-19	19	10597	162	-19	19	10597	162	-19	19	10597	162	-19	19	10597	162	-19	19	10597	162	-19	19	10597	162	-19	19	10597	162	-19	19	10597	162	-19	19	10597	162	-19	19	10597	162	-19	19	10597	162	-19	19	10597	162	-19	19	10597	162	-19	19	10597	162	-19	19	10597	162	-19	19	10597
163	-39	39	10636	163	-39	39	10636	163	-39	39	10636	163	-39	39	10636	163	-39	39	10636	163	-39	39	10636	163	-39	39	10636	163	-39	39	10636	163	-39	39	10636	163	-39	39	10636	163	-39	39	10636	163	-39	39	10636	163	-39	39	10636	163	-39	39	10636	163	-39	39	10636	163	-39	39	10636	163	-39	39	10636	163	-39	39	10636	163	-39	39	10636	163	-39	39	10636	163	-39	39	10636	163	-39	39	10636
164	-19	19	10655	164	-19	19	10655	164	-19	19	10655	164	-19	19	10655	164	-19	19	10655	164	-19	19	10655	164	-19	19	10655	164	-19	19	10655	164	-19	19	10655	164	-19	19	10655	164	-19	19	10655	164	-19	19	10655	164	-19	19	10655	164	-19	19	10655	164	-19	19	10655	164	-19	19	10655	164	-19	19	10655	164	-19	19	10655	164	-19	19	10655	164	-19	19	10655	164	-19	19	10655	164	-19	19	10655
165	-22	22	10677	165	-22	22	10677	165	-22	22	10677	165	-22	22	10677	165	-22	22	10677	165	-22	22	10677	165	-22	22	10677	165	-22	22	10677	165	-22	22	10677	165	-22	22	10677	165	-22	22	10677	165	-22	22	10677	165	-22	22	10677	165	-22	22	10677	165	-22	22	10677	165	-22	22	10677	165	-22	22	10677	165	-22	22	10677	165	-22	22	10677	165	-22	22	10677	165	-22	22	10677	165	-22	22	10677
166	-31	31	10708	166	-31	31	10708	166	-31	31	10708	166	-31	31	10708	166	-31	31	10708	166	-31	31	10708	166	-31	31	10708	166	-31	31	10708	166	-31	31	10708	166	-31	31	10708	166	-31	31	10708	166	-31	31	10708	166	-31	31	10708	166	-31	31	10708	166	-31	31	10708	166	-31	31	10708	166	-31	31	10708	166	-31	31	10708	166	-31	31	10708	166	-31	31	10708	166	-31	31	10708	166	-31	31	10708
167	-28	28	10736	167	-28	28	10736	167	-28	28	10736	167	-28	28	10736	167	-28	28	10736	167	-28	28	10736	167	-28	28	10736	167	-28	28	10736	167	-28	28	10736	167	-28	28	10736	167	-28	28	10736	167	-28	28	10736	167	-28	28	10736	167	-28	28	10736	167	-28	28	10736	167	-28	28	10736	167	-28	28	10736	167	-28	28	10736	167	-28	28	10736	167	-28	28	10736	167	-28	28	10736	167	-28	28	10736
168	-23	23	10759	168	-23	23	10759	168	-23	23	10759	168	-23	23	10759	168	-23	23	10759	168	-23	23	10759	168	-23	23	10759	168	-23	23	10759	168	-23	23	10759	168	-23	23	10759	168	-23	23	10759	168	-23	23	10759	168	-23	23	10759	168	-23	23	10759	168	-23	23	10759	168	-23	23	10759	168	-23	23	10759	168	-23	23	10759	168	-23	23	10759	168	-23	23	10759	168	-23	23	10759	168	-23	23	10759
169	-28	28	10787	169	-28	28	10787	169	-28	28	10787	169	-28	28	10787	169	-28	28	10787	169	-28	28	10787	169	-28	28	10787	169	-28	28	10787	169	-28	28	10787	169	-28	28	10787	169	-28	28	10787	169	-28	28	10787	169	-28	28	10787	169	-28	28	10787	169	-28	28	10787	169	-28	28	10787	169	-28	28	10787	169	-28	28	10787	169	-28	28	10787	169	-28	28	10787	169	-28	28	10787	169	-28	28	10787
170	-26	26	10813	170	-26	26	10813	170	-26	26	10813	170	-26	26	10813	170	-26	26	10813	170	-26	26	10813	170	-26	26	10813	170	-26	26	10813	170	-26	26	10813	170	-26	26	10813	170	-26	26	10813	170	-26	26	10813	170	-26	26	10813	170	-26	26	10813	170	-26	26	10813	170	-26	26	10813	170	-26	26	10813	170	-26	26	10813	170	-26	26	10813	170	-26	26	10813	170	-26	26	10813	170	-26	26	10813
171	-45	45	10858	171	-45	45	10858	171	-45	45	10858	171	-45	45	10858	171	-45	45	10858	171	-45	45	10858	171	-45	45	10858	171	-45	45	10858	171	-45	45	10858	171	-45	45	10858	171	-45	45	10858	171	-45	45	10858	171	-45	45	10858	171	-45	45	10858	171	-45	45	10858	171	-45	45	10858	171	-45	45	10858	171	-45	45	10858	171	-45	45	10858	171	-45	45	10858	171	-45	45	10858	171	-45	45	10858
172	-20	20	10878	172	-20	20	10878	172	-20	20	10878	172	-20	20	10878	172	-20	20	10878	172	-20	20	10878	172	-20	20	10878	172	-20	20	10878	172	-20	20	10878	172	-20	20	10878	172	-20	20	10878	172	-20	20	10878	172	-20	20	10878	172	-20	20	10878	172	-20	20	10878	172	-20	20	10878	172	-20	20	10878	172	-20	20	10878	172	-20	20	10878	172	-20	20	10878	172	-20	20	10878	172	-20	20	10878
173	-44	44	10922	173	-44	44	10922	173	-44	44	10922	173	-44	44	10922	173	-44	44	10922	173	-44	44	10922	173	-44	44	10922	173	-44	44	10922	173	-44	44	10922	173	-44	44	10922	173	-44	44	10922	173	-44	44	10922	173	-44	44	10922	173	-44	44	10922	173	-44	44	10922	173	-44	44	10922	173	-44	44	10922	173	-44	44	10922	173	-44	44	10922	173	-44	44	10922	173	-44	44	10922	173	-44	44	10922
174	-20	20	10942	174	-20	20	10942	174	-20	20	10942	174	-20	20	10942	174	-20	20	10942	174	-20	20	10942	174	-20	20	10942	174	-20	20	10942	174	-20	20	10942	174	-20	20	10942	174	-20	20	10942	174	-20	20	10942	174	-20	20	10942	174	-20	20	10942	174	-20	20	10942	174	-20	20	10942	174	-20	20	10942	174	-20	20	10942	174	-20	20	10942	174	-20	20	10942	174	-20	20	10942	174	-20	20	10942
175	-21	21	10963	175	-21	21	10963	175	-21	21	10963	175	-21	21	10963	175	-21	21	10963	175	-21	21	10963	175	-21	21	10963	175	-21	21	10963	175	-21	21	10963	175	-21	21	10963	175	-21	21	10963	175	-21	21	10963	175	-21	21	10963	175	-21	21	10963	175	-21	21	10963	175	-21	21	10963	175	-21	21	10963	175	-21	21	10963	175	-21	21	10963	175	-21	21	10963	175	-21	21	10963	175	-21	21	10963
176	-37	37	11000	176	-37	37	11000	176	-37	37	11000	176	-37	37	11000	176	-37	37	11000	176	-37	37	11000	176	-37	37	11000	176	-37	37	11000	176	-37	37	11000	176	-37	37	11000	176	-37	37	11000	176	-37	37	11000	176	-37	37	11000	176	-37	37	11000	176	-37	37	11000	176	-37	37	11000	176	-37	37	11000	176	-37	37	11000	176	-37	37	11000	176	-37	37	11000	176	-37	37	11000	176	-37	37	11000
177	-35	35	11035	177	-35	35	11035	177	-35	35	11035	177	-35	35	11035	177	-35	35	11035	177	-35	35	11035	177	-35	35	11035	177	-35	35	11035	177	-35	35	11035	177	-35	35	11035	177	-35	35	11035	177	-35	35	11035	177	-35	35	11035	177	-35	35	11035	177	-35	35	11035	177	-35	35	11035	177	-35	35	11035	177	-35	35	11035	177	-35	35	11035	177	-35	35	11035	177	-35	35	11035	177	-35	35	11035
178	-25	25	11060	178	-25	25	11060	178	-25	25	11060	178	-25	25	11060	178	-25	25	11060	178	-25	25	11060	178	-25	25	11060	178	-25	25	11060	178	-25	25	11060	178	-25	25	11060	178	-25	25	11060	178	-25	25	11060	178	-25	25	11060	178	-25	25	11060	178	-25	25	11060	178	-25	25	11060	178	-25	25	11060	178	-25	25	11060	178	-25	25	11060	178	-25	25	11060	178	-25	25	11060	178	-25	25	11060
179	-26	26	11086	179	-26	26	11086	179	-26	26	11086	179	-26	26	11086	179	-26	26	11086	179	-26	26	11086	179	-26	26	11086	179	-26	26	11086	179	-26	26	11086	179	-26	26	11086	179	-26	26	11086	179	-26	26	11086	179	-26	26	11086	179	-26	26	11086	179	-26	26	11086	179	-26	26	11086	179	-26	26	11086	179	-26	26	11086	179	-26	26	11086	179	-26	26	11086	179	-26	26	11086	179	-26	26	11086
180	-20	20	11106	180	-20	20	11106	180	-20	20	11106	180	-20	20	11106	180	-20	20	11106	180	-20	20	11106	180	-20	20	11106	180	-20	20	11106	180	-20	20	11106	180	-20	20	11106	180	-20	20	11106	180	-20	20	11106	180	-20	20	11106	180	-20	20	11106	180	-20	20	11106	180	-20	20	11106	180	-20	20	11106	180	-20	20	11106	180	-20	20	11106	180	-20	20	11106	180	-20	20	11106	180	-20	20	11106
