Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps
288	-500.0	500	117093	288	-500.0	500	117093	288	-500.0	500	117093	288	-500.0	500	117093
289	-500.0	500	117593	289	-500.0	500	117593	289	-500.0	500	117593	289	-500.0	500	117593
290	-500.0	500	118093	290	-500.0	500	118093	290	-500.0	500	118093	290	-500.0	500	118093
291	-500.0	500	118593	291	-500.0	500	118593	291	-500.0	500	118593	291	-500.0	500	118593
292	-500.0	500	119093	292	-500.0	500	119093	292	-500.0	500	119093	292	-500.0	500	119093
293	-500.0	500	119593	293	-500.0	500	119593	293	-500.0	500	119593	293	-500.0	500	119593
294	-500.0	500	120093	294	-500.0	500	120093	294	-500.0	500	120093	294	-500.0	500	120093
295	-500.0	500	120593	295	-500.0	500	120593	295	-500.0	500	120593	295	-500.0	500	120593
296	-500.0	500	121093	296	-500.0	500	121093	296	-500.0	500	121093	296	-500.0	500	121093
297	-500.0	500	121593	297	-500.0	500	121593	297	-500.0	500	121593	297	-500.0	500	121593
298	-500.0	500	122093	298	-500.0	500	122093	298	-500.0	500	122093	298	-500.0	500	122093
299	-500.0	500	122593	299	-500.0	500	122593	299	-500.0	500	122593	299	-500.0	500	122593
