Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps
105	-34	34	8567	105	-34	34	8567	105	-34	34	8567	105	-34	34	8567	105	-34	34	8567	105	-34	34	8567	105	-34	34	8567	105	-34	34	8567	105	-34	34	8567	105	-34	34	8567	105	-34	34	8567	105	-34	34	8567	105	-34	34	8567	105	-34	34	8567	105	-34	34	8567	105	-34	34	8567	105	-34	34	8567	105	-34	34	8567	105	-34	34	8567	105	-34	34	8567	105	-34	34	8567	105	-34	34	8567	105	-34	34	8567	105	-34	34	8567	105	-34	34	8567
106	-46	46	8613	106	-46	46	8613	106	-46	46	8613	106	-46	46	8613	106	-46	46	8613	106	-46	46	8613	106	-46	46	8613	106	-46	46	8613	106	-46	46	8613	106	-46	46	8613	106	-46	46	8613	106	-46	46	8613	106	-46	46	8613	106	-46	46	8613	106	-46	46	8613	106	-46	46	8613	106	-46	46	8613	106	-46	46	8613	106	-46	46	8613	106	-46	46	8613	106	-46	46	8613	106	-46	46	8613	106	-46	46	8613	106	-46	46	8613	106	-46	46	8613
107	-33	33	8646	107	-33	33	8646	107	-33	33	8646	107	-33	33	8646	107	-33	33	8646	107	-33	33	8646	107	-33	33	8646	107	-33	33	8646	107	-33	33	8646	107	-33	33	8646	107	-33	33	8646	107	-33	33	8646	107	-33	33	8646	107	-33	33	8646	107	-33	33	8646	107	-33	33	8646	107	-33	33	8646	107	-33	33	8646	107	-33	33	8646	107	-33	33	8646	107	-33	33	8646	107	-33	33	8646	107	-33	33	8646	107	-33	33	8646	107	-33	33	8646
108	-29	29	8675	108	-29	29	8675	108	-29	29	8675	108	-29	29	8675	108	-29	29	8675	108	-29	29	8675	108	-29	29	8675	108	-29	29	8675	108	-29	29	8675	108	-29	29	8675	108	-29	29	8675	108	-29	29	8675	108	-29	29	8675	108	-29	29	8675	108	-29	29	8675	108	-29	29	8675	108	-29	29	8675	108	-29	29	8675	108	-29	29	8675	108	-29	29	8675	108	-29	29	8675	108	-29	29	8675	108	-29	29	8675	108	-29	29	8675	108	-29	29	8675
109	-33	33	8708	109	-33	33	8708	109	-33	33	8708	109	-33	33	8708	109	-33	33	8708	109	-33	33	8708	109	-33	33	8708	109	-33	33	8708	109	-33	33	8708	109	-33	33	8708	109	-33	33	8708	109	-33	33	8708	109	-33	33	8708	109	-33	33	8708	109	-33	33	8708	109	-33	33	8708	109	-33	33	8708	109	-33	33	8708	109	-33	33	8708	109	-33	33	8708	109	-33	33	8708	109	-33	33	8708	109	-33	33	8708	109	-33	33	8708	109	-33	33	8708
110	-41	41	8749	110	-41	41	8749	110	-41	41	8749	110	-41	41	8749	110	-41	41	8749	110	-41	41	8749	110	-41	41	8749	110	-41	41	8749	110	-41	41	8749	110	-41	41	8749	110	-41	41	8749	110	-41	41	8749	110	-41	41	8749	110	-41	41	8749	110	-41	41	8749	110	-41	41	8749	110	-41	41	8749	110	-41	41	8749	110	-41	41	8749	110	-41	41	8749	110	-41	41	8749	110	-41	41	8749	110	-41	41	8749	110	-41	41	8749	110	-41	41	8749
111	-149	50	8799	111	-149	50	8799	111	-149	50	8799	111	-149	50	8799	111	-149	50	8799	111	-149	50	8799	111	-149	50	8799	111	-149	50	8799	111	-149	50	8799	111	-149	50	8799	111	-149	50	8799	111	-149	50	8799	111	-149	50	8799	111	-149	50	8799	111	-149	50	8799	111	-149	50	8799	111	-149	50	8799	111	-149	50	8799	111	-149	50	8799	111	-149	50	8799	111	-149	50	8799	111	-149	50	8799	111	-149	50	8799	111	-149	50	8799	111	-149	50	8799
112	-52	52	8851	112	-52	52	8851	112	-52	52	8851	112	-52	52	8851	112	-52	52	8851	112	-52	52	8851	112	-52	52	8851	112	-52	52	8851	112	-52	52	8851	112	-52	52	8851	112	-52	52	8851	112	-52	52	8851	112	-52	52	8851	112	-52	52	8851	112	-52	52	8851	112	-52	52	8851	112	-52	52	8851	112	-52	52	8851	112	-52	52	8851	112	-52	52	8851	112	-52	52	8851	112	-52	52	8851	112	-52	52	8851	112	-52	52	8851	112	-52	52	8851
113	-31	31	8882	113	-31	31	8882	113	-31	31	8882	113	-31	31	8882	113	-31	31	8882	113	-31	31	8882	113	-31	31	8882	113	-31	31	8882	113	-31	31	8882	113	-31	31	8882	113	-31	31	8882	113	-31	31	8882	113	-31	31	8882	113	-31	31	8882	113	-31	31	8882	113	-31	31	8882	113	-31	31	8882	113	-31	31	8882	113	-31	31	8882	113	-31	31	8882	113	-31	31	8882	113	-31	31	8882	113	-31	31	8882	113	-31	31	8882	113	-31	31	8882
114	-35	35	8917	114	-35	35	8917	114	-35	35	8917	114	-35	35	8917	114	-35	35	8917	114	-35	35	8917	114	-35	35	8917	114	-35	35	8917	114	-35	35	8917	114	-35	35	8917	114	-35	35	8917	114	-35	35	8917	114	-35	35	8917	114	-35	35	8917	114	-35	35	8917	114	-35	35	8917	114	-35	35	8917	114	-35	35	8917	114	-35	35	8917	114	-35	35	8917	114	-35	35	8917	114	-35	35	8917	114	-35	35	8917	114	-35	35	8917	114	-35	35	8917
115	-36	36	8953	115	-36	36	8953	115	-36	36	8953	115	-36	36	8953	115	-36	36	8953	115	-36	36	8953	115	-36	36	8953	115	-36	36	8953	115	-36	36	8953	115	-36	36	8953	115	-36	36	8953	115	-36	36	8953	115	-36	36	8953	115	-36	36	8953	115	-36	36	8953	115	-36	36	8953	115	-36	36	8953	115	-36	36	8953	115	-36	36	8953	115	-36	36	8953	115	-36	36	8953	115	-36	36	8953	115	-36	36	8953	115	-36	36	8953	115	-36	36	8953
116	-18	18	8971	116	-18	18	8971	116	-18	18	8971	116	-18	18	8971	116	-18	18	8971	116	-18	18	8971	116	-18	18	8971	116	-18	18	8971	116	-18	18	8971	116	-18	18	8971	116	-18	18	8971	116	-18	18	8971	116	-18	18	8971	116	-18	18	8971	116	-18	18	8971	116	-18	18	8971	116	-18	18	8971	116	-18	18	8971	116	-18	18	8971	116	-18	18	8971	116	-18	18	8971	116	-18	18	8971	116	-18	18	8971	116	-18	18	8971	116	-18	18	8971
117	-35	35	9006	117	-35	35	9006	117	-35	35	9006	117	-35	35	9006	117	-35	35	9006	117	-35	35	9006	117	-35	35	9006	117	-35	35	9006	117	-35	35	9006	117	-35	35	9006	117	-35	35	9006	117	-35	35	9006	117	-35	35	9006	117	-35	35	9006	117	-35	35	9006	117	-35	35	9006	117	-35	35	9006	117	-35	35	9006	117	-35	35	9006	117	-35	35	9006	117	-35	35	9006	117	-35	35	9006	117	-35	35	9006	117	-35	35	9006	117	-35	35	9006
118	-41	41	9047	118	-41	41	9047	118	-41	41	9047	118	-41	41	9047	118	-41	41	9047	118	-41	41	9047	118	-41	41	9047	118	-41	41	9047	118	-41	41	9047	118	-41	41	9047	118	-41	41	9047	118	-41	41	9047	118	-41	41	9047	118	-41	41	9047	118	-41	41	9047	118	-41	41	9047	118	-41	41	9047	118	-41	41	9047	118	-41	41	9047	118	-41	41	9047	118	-41	41	9047	118	-41	41	9047	118	-41	41	9047	118	-41	41	9047	118	-41	41	9047
119	-47	47	9094	119	-47	47	9094	119	-47	47	9094	119	-47	47	9094	119	-47	47	9094	119	-47	47	9094	119	-47	47	9094	119	-47	47	9094	119	-47	47	9094	119	-47	47	9094	119	-47	47	9094	119	-47	47	9094	119	-47	47	9094	119	-47	47	9094	119	-47	47	9094	119	-47	47	9094	119	-47	47	9094	119	-47	47	9094	119	-47	47	9094	119	-47	47	9094	119	-47	47	9094	119	-47	47	9094	119	-47	47	9094	119	-47	47	9094	119	-47	47	9094
120	-40	40	9134	120	-40	40	9134	120	-40	40	9134	120	-40	40	9134	120	-40	40	9134	120	-40	40	9134	120	-40	40	9134	120	-40	40	9134	120	-40	40	9134	120	-40	40	9134	120	-40	40	9134	120	-40	40	9134	120	-40	40	9134	120	-40	40	9134	120	-40	40	9134	120	-40	40	9134	120	-40	40	9134	120	-40	40	9134	120	-40	40	9134	120	-40	40	9134	120	-40	40	9134	120	-40	40	9134	120	-40	40	9134	120	-40	40	9134	120	-40	40	9134
121	-29	29	9163	121	-29	29	9163	121	-29	29	9163	121	-29	29	9163	121	-29	29	9163	121	-29	29	9163	121	-29	29	9163	121	-29	29	9163	121	-29	29	9163	121	-29	29	9163	121	-29	29	9163	121	-29	29	9163	121	-29	29	9163	121	-29	29	9163	121	-29	29	9163	121	-29	29	9163	121	-29	29	9163	121	-29	29	9163	121	-29	29	9163	121	-29	29	9163	121	-29	29	9163	121	-29	29	9163	121	-29	29	9163	121	-29	29	9163	121	-29	29	9163
122	-33	33	9196	122	-33	33	9196	122	-33	33	9196	122	-33	33	9196	122	-33	33	9196	122	-33	33	9196	122	-33	33	9196	122	-33	33	9196	122	-33	33	9196	122	-33	33	9196	122	-33	33	9196	122	-33	33	9196	122	-33	33	9196	122	-33	33	9196	122	-33	33	9196	122	-33	33	9196	122	-33	33	9196	122	-33	33	9196	122	-33	33	9196	122	-33	33	9196	122	-33	33	9196	122	-33	33	9196	122	-33	33	9196	122	-33	33	9196	122	-33	33	9196
123	-30	30	9226	123	-30	30	9226	123	-30	30	9226	123	-30	30	9226	123	-30	30	9226	123	-30	30	9226	123	-30	30	9226	123	-30	30	9226	123	-30	30	9226	123	-30	30	9226	123	-30	30	9226	123	-30	30	9226	123	-30	30	9226	123	-30	30	9226	123	-30	30	9226	123	-30	30	9226	123	-30	30	9226	123	-30	30	9226	123	-30	30	9226	123	-30	30	9226	123	-30	30	9226	123	-30	30	9226	123	-30	30	9226	123	-30	30	9226	123	-30	30	9226
124	-51	51	9277	124	-51	51	9277	124	-51	51	9277	124	-51	51	9277	124	-51	51	9277	124	-51	51	9277	124	-51	51	9277	124	-51	51	9277	124	-51	51	9277	124	-51	51	9277	124	-51	51	9277	124	-51	51	9277	124	-51	51	9277	124	-51	51	9277	124	-51	51	9277	124	-51	51	9277	124	-51	51	9277	124	-51	51	9277	124	-51	51	9277	124	-51	51	9277	124	-51	51	9277	124	-51	51	9277	124	-51	51	9277	124	-51	51	9277	124	-51	51	9277
125	-25	25	9302	125	-25	25	9302	125	-25	25	9302	125	-25	25	9302	125	-25	25	9302	125	-25	25	9302	125	-25	25	9302	125	-25	25	9302	125	-25	25	9302	125	-25	25	9302	125	-25	25	9302	125	-25	25	9302	125	-25	25	9302	125	-25	25	9302	125	-25	25	9302	125	-25	25	9302	125	-25	25	9302	125	-25	25	9302	125	-25	25	9302	125	-25	25	9302	125	-25	25	9302	125	-25	25	9302	125	-25	25	9302	125	-25	25	9302	125	-25	25	9302
126	-44	44	9346	126	-44	44	9346	126	-44	44	9346	126	-44	44	9346	126	-44	44	9346	126	-44	44	9346	126	-44	44	9346	126	-44	44	9346	126	-44	44	9346	126	-44	44	9346	126	-44	44	9346	126	-44	44	9346	126	-44	44	9346	126	-44	44	9346	126	-44	44	9346	126	-44	44	9346	126	-44	44	9346	126	-44	44	9346	126	-44	44	9346	126	-44	44	9346	126	-44	44	9346	126	-44	44	9346	126	-44	44	9346	126	-44	44	9346	126	-44	44	9346
127	-29	29	9375	127	-29	29	9375	127	-29	29	9375	127	-29	29	9375	127	-29	29	9375	127	-29	29	9375	127	-29	29	9375	127	-29	29	9375	127	-29	29	9375	127	-29	29	9375	127	-29	29	9375	127	-29	29	9375	127	-29	29	9375	127	-29	29	9375	127	-29	29	9375	127	-29	29	9375	127	-29	29	9375	127	-29	29	9375	127	-29	29	9375	127	-29	29	9375	127	-29	29	9375	127	-29	29	9375	127	-29	29	9375	127	-29	29	9375	127	-29	29	9375
128	-29	29	9404	128	-29	29	9404	128	-29	29	9404	128	-29	29	9404	128	-29	29	9404	128	-29	29	9404	128	-29	29	9404	128	-29	29	9404	128	-29	29	9404	128	-29	29	9404	128	-29	29	9404	128	-29	29	9404	128	-29	29	9404	128	-29	29	9404	128	-29	29	9404	128	-29	29	9404	128	-29	29	9404	128	-29	29	9404	128	-29	29	9404	128	-29	29	9404	128	-29	29	9404	128	-29	29	9404	128	-29	29	9404	128	-29	29	9404	128	-29	29	9404
129	-33	33	9437	129	-33	33	9437	129	-33	33	9437	129	-33	33	9437	129	-33	33	9437	129	-33	33	9437	129	-33	33	9437	129	-33	33	9437	129	-33	33	9437	129	-33	33	9437	129	-33	33	9437	129	-33	33	9437	129	-33	33	9437	129	-33	33	9437	129	-33	33	9437	129	-33	33	9437	129	-33	33	9437	129	-33	33	9437	129	-33	33	9437	129	-33	33	9437	129	-33	33	9437	129	-33	33	9437	129	-33	33	9437	129	-33	33	9437	129	-33	33	9437
130	-40	40	9477	130	-40	40	9477	130	-40	40	9477	130	-40	40	9477	130	-40	40	9477	130	-40	40	9477	130	-40	40	9477	130	-40	40	9477	130	-40	40	9477	130	-40	40	9477	130	-40	40	9477	130	-40	40	9477	130	-40	40	9477	130	-40	40	9477	130	-40	40	9477	130	-40	40	9477	130	-40	40	9477	130	-40	40	9477	130	-40	40	9477	130	-40	40	9477	130	-40	40	9477	130	-40	40	9477	130	-40	40	9477	130	-40	40	9477	130	-40	40	9477
131	-22	22	9499	131	-22	22	9499	131	-22	22	9499	131	-22	22	9499	131	-22	22	9499	131	-22	22	9499	131	-22	22	9499	131	-22	22	9499	131	-22	22	9499	131	-22	22	9499	131	-22	22	9499	131	-22	22	9499	131	-22	22	9499	131	-22	22	9499	131	-22	22	9499	131	-22	22	9499	131	-22	22	9499	131	-22	22	9499	131	-22	22	9499	131	-22	22	9499	131	-22	22	9499	131	-22	22	9499	131	-22	22	9499	131	-22	22	9499	131	-22	22	9499
132	-21	21	9520	132	-21	21	9520	132	-21	21	9520	132	-21	21	9520	132	-21	21	9520	132	-21	21	9520	132	-21	21	9520	132	-21	21	9520	132	-21	21	9520	132	-21	21	9520	132	-21	21	9520	132	-21	21	9520	132	-21	21	9520	132	-21	21	9520	132	-21	21	9520	132	-21	21	9520	132	-21	21	9520	132	-21	21	9520	132	-21	21	9520	132	-21	21	9520	132	-21	21	9520	132	-21	21	9520	132	-21	21	9520	132	-21	21	9520	132	-21	21	9520
133	-43	43	9563	133	-43	43	9563	133	-43	43	9563	133	-43	43	9563	133	-43	43	9563	133	-43	43	9563	133	-43	43	9563	133	-43	43	9563	133	-43	43	9563	133	-43	43	9563	133	-43	43	9563	133	-43	43	9563	133	-43	43	9563	133	-43	43	9563	133	-43	43	9563	133	-43	43	9563	133	-43	43	9563	133	-43	43	9563	133	-43	43	9563	133	-43	43	9563	133	-43	43	9563	133	-43	43	9563	133	-43	43	9563	133	-43	43	9563	133	-43	43	9563
134	-28	28	9591	134	-28	28	9591	134	-28	28	9591	134	-28	28	9591	134	-28	28	9591	134	-28	28	9591	134	-28	28	9591	134	-28	28	9591	134	-28	28	9591	134	-28	28	9591	134	-28	28	9591	134	-28	28	9591	134	-28	28	9591	134	-28	28	9591	134	-28	28	9591	134	-28	28	9591	134	-28	28	9591	134	-28	28	9591	134	-28	28	9591	134	-28	28	9591	134	-28	28	9591	134	-28	28	9591	134	-28	28	9591	134	-28	28	9591	134	-28	28	9591
135	-43	43	9634	135	-43	43	9634	135	-43	43	9634	135	-43	43	9634	135	-43	43	9634	135	-43	43	9634	135	-43	43	9634	135	-43	43	9634	135	-43	43	9634	135	-43	43	9634	135	-43	43	9634	135	-43	43	9634	135	-43	43	9634	135	-43	43	9634	135	-43	43	9634	135	-43	43	9634	135	-43	43	9634	135	-43	43	9634	135	-43	43	9634	135	-43	43	9634	135	-43	43	9634	135	-43	43	9634	135	-43	43	9634	135	-43	43	9634	135	-43	43	9634
136	-42	42	9676	136	-42	42	9676	136	-42	42	9676	136	-42	42	9676	136	-42	42	9676	136	-42	42	9676	136	-42	42	9676	136	-42	42	9676	136	-42	42	9676	136	-42	42	9676	136	-42	42	9676	136	-42	42	9676	136	-42	42	9676	136	-42	42	9676	136	-42	42	9676	136	-42	42	9676	136	-42	42	9676	136	-42	42	9676	136	-42	42	9676	136	-42	42	9676	136	-42	42	9676	136	-42	42	9676	136	-42	42	9676	136	-42	42	9676	136	-42	42	9676
137	-40	40	9716	137	-40	40	9716	137	-40	40	9716	137	-40	40	9716	137	-40	40	9716	137	-40	40	9716	137	-40	40	9716	137	-40	40	9716	137	-40	40	9716	137	-40	40	9716	137	-40	40	9716	137	-40	40	9716	137	-40	40	9716	137	-40	40	9716	137	-40	40	9716	137	-40	40	9716	137	-40	40	9716	137	-40	40	9716	137	-40	40	9716	137	-40	40	9716	137	-40	40	9716	137	-40	40	9716	137	-40	40	9716	137	-40	40	9716	137	-40	40	9716
138	-28	28	9744	138	-28	28	9744	138	-28	28	9744	138	-28	28	9744	138	-28	28	9744	138	-28	28	9744	138	-28	28	9744	138	-28	28	9744	138	-28	28	9744	138	-28	28	9744	138	-28	28	9744	138	-28	28	9744	138	-28	28	9744	138	-28	28	9744	138	-28	28	9744	138	-28	28	9744	138	-28	28	9744	138	-28	28	9744	138	-28	28	9744	138	-28	28	9744	138	-28	28	9744	138	-28	28	9744	138	-28	28	9744	138	-28	28	9744	138	-28	28	9744
139	-39	39	9783	139	-39	39	9783	139	-39	39	9783	139	-39	39	9783	139	-39	39	9783	139	-39	39	9783	139	-39	39	9783	139	-39	39	9783	139	-39	39	9783	139	-39	39	9783	139	-39	39	9783	139	-39	39	9783	139	-39	39	9783	139	-39	39	9783	139	-39	39	9783	139	-39	39	9783	139	-39	39	9783	139	-39	39	9783	139	-39	39	9783	139	-39	39	9783	139	-39	39	9783	139	-39	39	9783	139	-39	39	9783	139	-39	39	9783	139	-39	39	9783
140	-23	23	9806	140	-23	23	9806	140	-23	23	9806	140	-23	23	9806	140	-23	23	9806	140	-23	23	9806	140	-23	23	9806	140	-23	23	9806	140	-23	23	9806	140	-23	23	9806	140	-23	23	9806	140	-23	23	9806	140	-23	23	9806	140	-23	23	9806	140	-23	23	9806	140	-23	23	9806	140	-23	23	9806	140	-23	23	9806	140	-23	23	9806	140	-23	23	9806	140	-23	23	9806	140	-23	23	9806	140	-23	23	9806	140	-23	23	9806	140	-23	23	9806
141	-42	42	9848	141	-42	42	9848	141	-42	42	9848	141	-42	42	9848	141	-42	42	9848	141	-42	42	9848	141	-42	42	9848	141	-42	42	9848	141	-42	42	9848	141	-42	42	9848	141	-42	42	9848	141	-42	42	9848	141	-42	42	9848	141	-42	42	9848	141	-42	42	9848	141	-42	42	9848	141	-42	42	9848	141	-42	42	9848	141	-42	42	9848	141	-42	42	9848	141	-42	42	9848	141	-42	42	9848	141	-42	42	9848	141	-42	42	9848	141	-42	42	9848
142	-163	64	9912	142	-163	64	9912	142	-163	64	9912	142	-163	64	9912	142	-163	64	9912	142	-163	64	9912	142	-163	64	9912	142	-163	64	9912	142	-163	64	9912	142	-163	64	9912	142	-163	64	9912	142	-163	64	9912	142	-163	64	9912	142	-163	64	9912	142	-163	64	9912	142	-163	64	9912	142	-163	64	9912	142	-163	64	9912	142	-163	64	9912	142	-163	64	9912	142	-163	64	9912	142	-163	64	9912	142	-163	64	9912	142	-163	64	9912	142	-163	64	9912
143	-20	20	9932	143	-20	20	9932	143	-20	20	9932	143	-20	20	9932	143	-20	20	9932	143	-20	20	9932	143	-20	20	9932	143	-20	20	9932	143	-20	20	9932	143	-20	20	9932	143	-20	20	9932	143	-20	20	9932	143	-20	20	9932	143	-20	20	9932	143	-20	20	9932	143	-20	20	9932	143	-20	20	9932	143	-20	20	9932	143	-20	20	9932	143	-20	20	9932	143	-20	20	9932	143	-20	20	9932	143	-20	20	9932	143	-20	20	9932	143	-20	20	9932
144	-145	46	9978	144	-145	46	9978	144	-145	46	9978	144	-145	46	9978	144	-145	46	9978	144	-145	46	9978	144	-145	46	9978	144	-145	46	9978	144	-145	46	9978	144	-145	46	9978	144	-145	46	9978	144	-145	46	9978	144	-145	46	9978	144	-145	46	9978	144	-145	46	9978	144	-145	46	9978	144	-145	46	9978	144	-145	46	9978	144	-145	46	9978	144	-145	46	9978	144	-145	46	9978	144	-145	46	9978	144	-145	46	9978	144	-145	46	9978	144	-145	46	9978
145	-21	21	9999	145	-21	21	9999	145	-21	21	9999	145	-21	21	9999	145	-21	21	9999	145	-21	21	9999	145	-21	21	9999	145	-21	21	9999	145	-21	21	9999	145	-21	21	9999	145	-21	21	9999	145	-21	21	9999	145	-21	21	9999	145	-21	21	9999	145	-21	21	9999	145	-21	21	9999	145	-21	21	9999	145	-21	21	9999	145	-21	21	9999	145	-21	21	9999	145	-21	21	9999	145	-21	21	9999	145	-21	21	9999	145	-21	21	9999	145	-21	21	9999
146	-42	42	10041	146	-42	42	10041	146	-42	42	10041	146	-42	42	10041	146	-42	42	10041	146	-42	42	10041	146	-42	42	10041	146	-42	42	10041	146	-42	42	10041	146	-42	42	10041	146	-42	42	10041	146	-42	42	10041	146	-42	42	10041	146	-42	42	10041	146	-42	42	10041	146	-42	42	10041	146	-42	42	10041	146	-42	42	10041	146	-42	42	10041	146	-42	42	10041	146	-42	42	10041	146	-42	42	10041	146	-42	42	10041	146	-42	42	10041	146	-42	42	10041
147	-42	42	10083	147	-42	42	10083	147	-42	42	10083	147	-42	42	10083	147	-42	42	10083	147	-42	42	10083	147	-42	42	10083	147	-42	42	10083	147	-42	42	10083	147	-42	42	10083	147	-42	42	10083	147	-42	42	10083	147	-42	42	10083	147	-42	42	10083	147	-42	42	10083	147	-42	42	10083	147	-42	42	10083	147	-42	42	10083	147	-42	42	10083	147	-42	42	10083	147	-42	42	10083	147	-42	42	10083	147	-42	42	10083	147	-42	42	10083	147	-42	42	10083
148	-21	21	10104	148	-21	21	10104	148	-21	21	10104	148	-21	21	10104	148	-21	21	10104	148	-21	21	10104	148	-21	21	10104	148	-21	21	10104	148	-21	21	10104	148	-21	21	10104	148	-21	21	10104	148	-21	21	10104	148	-21	21	10104	148	-21	21	10104	148	-21	21	10104	148	-21	21	10104	148	-21	21	10104	148	-21	21	10104	148	-21	21	10104	148	-21	21	10104	148	-21	21	10104	148	-21	21	10104	148	-21	21	10104	148	-21	21	10104	148	-21	21	10104
149	-31	31	10135	149	-31	31	10135	149	-31	31	10135	149	-31	31	10135	149	-31	31	10135	149	-31	31	10135	149	-31	31	10135	149	-31	31	10135	149	-31	31	10135	149	-31	31	10135	149	-31	31	10135	149	-31	31	10135	149	-31	31	10135	149	-31	31	10135	149	-31	31	10135	149	-31	31	10135	149	-31	31	10135	149	-31	31	10135	149	-31	31	10135	149	-31	31	10135	149	-31	31	10135	149	-31	31	10135	149	-31	31	10135	149	-31	31	10135	149	-31	31	10135
150	-37	37	10172	150	-37	37	10172	150	-37	37	10172	150	-37	37	10172	150	-37	37	10172	150	-37	37	10172	150	-37	37	10172	150	-37	37	10172	150	-37	37	10172	150	-37	37	10172	150	-37	37	10172	150	-37	37	10172	150	-37	37	10172	150	-37	37	10172	150	-37	37	10172	150	-37	37	10172	150	-37	37	10172	150	-37	37	10172	150	-37	37	10172	150	-37	37	10172	150	-37	37	10172	150	-37	37	10172	150	-37	37	10172	150	-37	37	10172	150	-37	37	10172
151	-21	21	10193	151	-21	21	10193	151	-21	21	10193	151	-21	21	10193	151	-21	21	10193	151	-21	21	10193	151	-21	21	10193	151	-21	21	10193	151	-21	21	10193	151	-21	21	10193	151	-21	21	10193	151	-21	21	10193	151	-21	21	10193	151	-21	21	10193	151	-21	21	10193	151	-21	21	10193	151	-21	21	10193	151	-21	21	10193	151	-21	21	10193	151	-21	21	10193	151	-21	21	10193	151	-21	21	10193	151	-21	21	10193	151	-21	21	10193	151	-21	21	10193
152	-262	64	10257	152	-262	64	10257	152	-262	64	10257	152	-262	64	10257	152	-262	64	10257	152	-262	64	10257	152	-262	64	10257	152	-262	64	10257	152	-262	64	10257	152	-262	64	10257	152	-262	64	10257	152	-262	64	10257	152	-262	64	10257	152	-262	64	10257	152	-262	64	10257	152	-262	64	10257	152	-262	64	10257	152	-262	64	10257	152	-262	64	10257	152	-262	64	10257	152	-262	64	10257	152	-262	64	10257	152	-262	64	10257	152	-262	64	10257	152	-262	64	10257
153	-22	22	10279	153	-22	22	10279	153	-22	22	10279	153	-22	22	10279	153	-22	22	10279	153	-22	22	10279	153	-22	22	10279	153	-22	22	10279	153	-22	22	10279	153	-22	22	10279	153	-22	22	10279	153	-22	22	10279	153	-22	22	10279	153	-22	22	10279	153	-22	22	10279	153	-22	22	10279	153	-22	22	10279	153	-22	22	10279	153	-22	22	10279	153	-22	22	10279	153	-22	22	10279	153	-22	22	10279	153	-22	22	10279	153	-22	22	10279	153	-22	22	10279
154	-135	36	10315	154	-135	36	10315	154	-135	36	10315	154	-135	36	10315	154	-135	36	10315	154	-135	36	10315	154	-135	36	10315	154	-135	36	10315	154	-135	36	10315	154	-135	36	10315	154	-135	36	10315	154	-135	36	10315	154	-135	36	10315	154	-135	36	10315	154	-135	36	10315	154	-135	36	10315	154	-135	36	10315	154	-135	36	10315	154	-135	36	10315	154	-135	36	10315	154	-135	36	10315	154	-135	36	10315	154	-135	36	10315	154	-135	36	10315	154	-135	36	10315
155	-41	41	10356	155	-41	41	10356	155	-41	41	10356	155	-41	41	10356	155	-41	41	10356	155	-41	41	10356	155	-41	41	10356	155	-41	41	10356	155	-41	41	10356	155	-41	41	10356	155	-41	41	10356	155	-41	41	10356	155	-41	41	10356	155	-41	41	10356	155	-41	41	10356	155	-41	41	10356	155	-41	41	10356	155	-41	41	10356	155	-41	41	10356	155	-41	41	10356	155	-41	41	10356	155	-41	41	10356	155	-41	41	10356	155	-41	41	10356	155	-41	41	10356
156	-23	23	10379	156	-23	23	10379	156	-23	23	10379	156	-23	23	10379	156	-23	23	10379	156	-23	23	10379	156	-23	23	10379	156	-23	23	10379	156	-23	23	10379	156	-23	23	10379	156	-23	23	10379	156	-23	23	10379	156	-23	23	10379	156	-23	23	10379	156	-23	23	10379	156	-23	23	10379	156	-23	23	10379	156	-23	23	10379	156	-23	23	10379	156	-23	23	10379	156	-23	23	10379	156	-23	23	10379	156	-23	23	10379	156	-23	23	10379	156	-23	23	10379
157	-145	46	10425	157	-145	46	10425	157	-145	46	10425	157	-145	46	10425	157	-145	46	10425	157	-145	46	10425	157	-145	46	10425	157	-145	46	10425	157	-145	46	10425	157	-145	46	10425	157	-145	46	10425	157	-145	46	10425	157	-145	46	10425	157	-145	46	10425	157	-145	46	10425	157	-145	46	10425	157	-145	46	10425	157	-145	46	10425	157	-145	46	10425	157	-145	46	10425	157	-145	46	10425	157	-145	46	10425	157	-145	46	10425	157	-145	46	10425	157	-145	46	10425
158	-34	34	10459	158	-34	34	10459	158	-34	34	10459	158	-34	34	10459	158	-34	34	10459	158	-34	34	10459	158	-34	34	10459	158	-34	34	10459	158	-34	34	10459	158	-34	34	10459	158	-34	34	10459	158	-34	34	10459	158	-34	34	10459	158	-34	34	10459	158	-34	34	10459	158	-34	34	10459	158	-34	34	10459	158	-34	34	10459	158	-34	34	10459	158	-34	34	10459	158	-34	34	10459	158	-34	34	10459	158	-34	34	10459	158	-34	34	10459	158	-34	34	10459
