Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps
139	-15	15	2291	139	-15	15	2291	139	-15	15	2291	139	-15	15	2291	139	-15	15	2291	139	-15	15	2291	139	-15	15	2291	139	-15	15	2291	139	-15	15	2291	139	-15	15	2291	139	-15	15	2291	139	-15	15	2291	139	-15	15	2291	139	-15	15	2291	139	-15	15	2291	139	-15	15	2291	139	-15	15	2291	139	-15	15	2291	139	-15	15	2291	139	-15	15	2291
140	-114	15	2306	140	-114	15	2306	140	-114	15	2306	140	-114	15	2306	140	-114	15	2306	140	-114	15	2306	140	-114	15	2306	140	-114	15	2306	140	-114	15	2306	140	-114	15	2306	140	-114	15	2306	140	-114	15	2306	140	-114	15	2306	140	-114	15	2306	140	-114	15	2306	140	-114	15	2306	140	-114	15	2306	140	-114	15	2306	140	-114	15	2306	140	-114	15	2306
141	-120	21	2327	141	-120	21	2327	141	-120	21	2327	141	-120	21	2327	141	-120	21	2327	141	-120	21	2327	141	-120	21	2327	141	-120	21	2327	141	-120	21	2327	141	-120	21	2327	141	-120	21	2327	141	-120	21	2327	141	-120	21	2327	141	-120	21	2327	141	-120	21	2327	141	-120	21	2327	141	-120	21	2327	141	-120	21	2327	141	-120	21	2327	141	-120	21	2327
142	-15	15	2342	142	-15	15	2342	142	-15	15	2342	142	-15	15	2342	142	-15	15	2342	142	-15	15	2342	142	-15	15	2342	142	-15	15	2342	142	-15	15	2342	142	-15	15	2342	142	-15	15	2342	142	-15	15	2342	142	-15	15	2342	142	-15	15	2342	142	-15	15	2342	142	-15	15	2342	142	-15	15	2342	142	-15	15	2342	142	-15	15	2342	142	-15	15	2342
143	-17	17	2359	143	-17	17	2359	143	-17	17	2359	143	-17	17	2359	143	-17	17	2359	143	-17	17	2359	143	-17	17	2359	143	-17	17	2359	143	-17	17	2359	143	-17	17	2359	143	-17	17	2359	143	-17	17	2359	143	-17	17	2359	143	-17	17	2359	143	-17	17	2359	143	-17	17	2359	143	-17	17	2359	143	-17	17	2359	143	-17	17	2359	143	-17	17	2359
144	-113	14	2373	144	-113	14	2373	144	-113	14	2373	144	-113	14	2373	144	-113	14	2373	144	-113	14	2373	144	-113	14	2373	144	-113	14	2373	144	-113	14	2373	144	-113	14	2373	144	-113	14	2373	144	-113	14	2373	144	-113	14	2373	144	-113	14	2373	144	-113	14	2373	144	-113	14	2373	144	-113	14	2373	144	-113	14	2373	144	-113	14	2373	144	-113	14	2373
145	-15	15	2388	145	-15	15	2388	145	-15	15	2388	145	-15	15	2388	145	-15	15	2388	145	-15	15	2388	145	-15	15	2388	145	-15	15	2388	145	-15	15	2388	145	-15	15	2388	145	-15	15	2388	145	-15	15	2388	145	-15	15	2388	145	-15	15	2388	145	-15	15	2388	145	-15	15	2388	145	-15	15	2388	145	-15	15	2388	145	-15	15	2388	145	-15	15	2388
146	-441	45	2433	146	-441	45	2433	146	-441	45	2433	146	-441	45	2433	146	-441	45	2433	146	-441	45	2433	146	-441	45	2433	146	-441	45	2433	146	-441	45	2433	146	-441	45	2433	146	-441	45	2433	146	-441	45	2433	146	-441	45	2433	146	-441	45	2433	146	-441	45	2433	146	-441	45	2433	146	-441	45	2433	146	-441	45	2433	146	-441	45	2433	146	-441	45	2433
147	-15	15	2448	147	-15	15	2448	147	-15	15	2448	147	-15	15	2448	147	-15	15	2448	147	-15	15	2448	147	-15	15	2448	147	-15	15	2448	147	-15	15	2448	147	-15	15	2448	147	-15	15	2448	147	-15	15	2448	147	-15	15	2448	147	-15	15	2448	147	-15	15	2448	147	-15	15	2448	147	-15	15	2448	147	-15	15	2448	147	-15	15	2448	147	-15	15	2448
148	-13	13	2461	148	-13	13	2461	148	-13	13	2461	148	-13	13	2461	148	-13	13	2461	148	-13	13	2461	148	-13	13	2461	148	-13	13	2461	148	-13	13	2461	148	-13	13	2461	148	-13	13	2461	148	-13	13	2461	148	-13	13	2461	148	-13	13	2461	148	-13	13	2461	148	-13	13	2461	148	-13	13	2461	148	-13	13	2461	148	-13	13	2461	148	-13	13	2461
149	-119	20	2481	149	-119	20	2481	149	-119	20	2481	149	-119	20	2481	149	-119	20	2481	149	-119	20	2481	149	-119	20	2481	149	-119	20	2481	149	-119	20	2481	149	-119	20	2481	149	-119	20	2481	149	-119	20	2481	149	-119	20	2481	149	-119	20	2481	149	-119	20	2481	149	-119	20	2481	149	-119	20	2481	149	-119	20	2481	149	-119	20	2481	149	-119	20	2481
150	-13	13	2494	150	-13	13	2494	150	-13	13	2494	150	-13	13	2494	150	-13	13	2494	150	-13	13	2494	150	-13	13	2494	150	-13	13	2494	150	-13	13	2494	150	-13	13	2494	150	-13	13	2494	150	-13	13	2494	150	-13	13	2494	150	-13	13	2494	150	-13	13	2494	150	-13	13	2494	150	-13	13	2494	150	-13	13	2494	150	-13	13	2494	150	-13	13	2494
151	-119	20	2514	151	-119	20	2514	151	-119	20	2514	151	-119	20	2514	151	-119	20	2514	151	-119	20	2514	151	-119	20	2514	151	-119	20	2514	151	-119	20	2514	151	-119	20	2514	151	-119	20	2514	151	-119	20	2514	151	-119	20	2514	151	-119	20	2514	151	-119	20	2514	151	-119	20	2514	151	-119	20	2514	151	-119	20	2514	151	-119	20	2514	151	-119	20	2514
152	-17	17	2531	152	-17	17	2531	152	-17	17	2531	152	-17	17	2531	152	-17	17	2531	152	-17	17	2531	152	-17	17	2531	152	-17	17	2531	152	-17	17	2531	152	-17	17	2531	152	-17	17	2531	152	-17	17	2531	152	-17	17	2531	152	-17	17	2531	152	-17	17	2531	152	-17	17	2531	152	-17	17	2531	152	-17	17	2531	152	-17	17	2531	152	-17	17	2531
153	-17	17	2548	153	-17	17	2548	153	-17	17	2548	153	-17	17	2548	153	-17	17	2548	153	-17	17	2548	153	-17	17	2548	153	-17	17	2548	153	-17	17	2548	153	-17	17	2548	153	-17	17	2548	153	-17	17	2548	153	-17	17	2548	153	-17	17	2548	153	-17	17	2548	153	-17	17	2548	153	-17	17	2548	153	-17	17	2548	153	-17	17	2548	153	-17	17	2548
154	-13	13	2561	154	-13	13	2561	154	-13	13	2561	154	-13	13	2561	154	-13	13	2561	154	-13	13	2561	154	-13	13	2561	154	-13	13	2561	154	-13	13	2561	154	-13	13	2561	154	-13	13	2561	154	-13	13	2561	154	-13	13	2561	154	-13	13	2561	154	-13	13	2561	154	-13	13	2561	154	-13	13	2561	154	-13	13	2561	154	-13	13	2561	154	-13	13	2561
155	-15	15	2576	155	-15	15	2576	155	-15	15	2576	155	-15	15	2576	155	-15	15	2576	155	-15	15	2576	155	-15	15	2576	155	-15	15	2576	155	-15	15	2576	155	-15	15	2576	155	-15	15	2576	155	-15	15	2576	155	-15	15	2576	155	-15	15	2576	155	-15	15	2576	155	-15	15	2576	155	-15	15	2576	155	-15	15	2576	155	-15	15	2576	155	-15	15	2576
156	-17	17	2593	156	-17	17	2593	156	-17	17	2593	156	-17	17	2593	156	-17	17	2593	156	-17	17	2593	156	-17	17	2593	156	-17	17	2593	156	-17	17	2593	156	-17	17	2593	156	-17	17	2593	156	-17	17	2593	156	-17	17	2593	156	-17	17	2593	156	-17	17	2593	156	-17	17	2593	156	-17	17	2593	156	-17	17	2593	156	-17	17	2593	156	-17	17	2593
157	-13	13	2606	157	-13	13	2606	157	-13	13	2606	157	-13	13	2606	157	-13	13	2606	157	-13	13	2606	157	-13	13	2606	157	-13	13	2606	157	-13	13	2606	157	-13	13	2606	157	-13	13	2606	157	-13	13	2606	157	-13	13	2606	157	-13	13	2606	157	-13	13	2606	157	-13	13	2606	157	-13	13	2606	157	-13	13	2606	157	-13	13	2606	157	-13	13	2606
158	-122	23	2629	158	-122	23	2629	158	-122	23	2629	158	-122	23	2629	158	-122	23	2629	158	-122	23	2629	158	-122	23	2629	158	-122	23	2629	158	-122	23	2629	158	-122	23	2629	158	-122	23	2629	158	-122	23	2629	158	-122	23	2629	158	-122	23	2629	158	-122	23	2629	158	-122	23	2629	158	-122	23	2629	158	-122	23	2629	158	-122	23	2629	158	-122	23	2629
159	-15	15	2644	159	-15	15	2644	159	-15	15	2644	159	-15	15	2644	159	-15	15	2644	159	-15	15	2644	159	-15	15	2644	159	-15	15	2644	159	-15	15	2644	159	-15	15	2644	159	-15	15	2644	159	-15	15	2644	159	-15	15	2644	159	-15	15	2644	159	-15	15	2644	159	-15	15	2644	159	-15	15	2644	159	-15	15	2644	159	-15	15	2644	159	-15	15	2644
160	-343	46	2690	160	-343	46	2690	160	-343	46	2690	160	-343	46	2690	160	-343	46	2690	160	-343	46	2690	160	-343	46	2690	160	-343	46	2690	160	-343	46	2690	160	-343	46	2690	160	-343	46	2690	160	-343	46	2690	160	-343	46	2690	160	-343	46	2690	160	-343	46	2690	160	-343	46	2690	160	-343	46	2690	160	-343	46	2690	160	-343	46	2690	160	-343	46	2690
161	-229	31	2721	161	-229	31	2721	161	-229	31	2721	161	-229	31	2721	161	-229	31	2721	161	-229	31	2721	161	-229	31	2721	161	-229	31	2721	161	-229	31	2721	161	-229	31	2721	161	-229	31	2721	161	-229	31	2721	161	-229	31	2721	161	-229	31	2721	161	-229	31	2721	161	-229	31	2721	161	-229	31	2721	161	-229	31	2721	161	-229	31	2721	161	-229	31	2721
162	-13	13	2734	162	-13	13	2734	162	-13	13	2734	162	-13	13	2734	162	-13	13	2734	162	-13	13	2734	162	-13	13	2734	162	-13	13	2734	162	-13	13	2734	162	-13	13	2734	162	-13	13	2734	162	-13	13	2734	162	-13	13	2734	162	-13	13	2734	162	-13	13	2734	162	-13	13	2734	162	-13	13	2734	162	-13	13	2734	162	-13	13	2734	162	-13	13	2734
163	-118	19	2753	163	-118	19	2753	163	-118	19	2753	163	-118	19	2753	163	-118	19	2753	163	-118	19	2753	163	-118	19	2753	163	-118	19	2753	163	-118	19	2753	163	-118	19	2753	163	-118	19	2753	163	-118	19	2753	163	-118	19	2753	163	-118	19	2753	163	-118	19	2753	163	-118	19	2753	163	-118	19	2753	163	-118	19	2753	163	-118	19	2753	163	-118	19	2753
164	-15	15	2768	164	-15	15	2768	164	-15	15	2768	164	-15	15	2768	164	-15	15	2768	164	-15	15	2768	164	-15	15	2768	164	-15	15	2768	164	-15	15	2768	164	-15	15	2768	164	-15	15	2768	164	-15	15	2768	164	-15	15	2768	164	-15	15	2768	164	-15	15	2768	164	-15	15	2768	164	-15	15	2768	164	-15	15	2768	164	-15	15	2768	164	-15	15	2768
165	-15	15	2783	165	-15	15	2783	165	-15	15	2783	165	-15	15	2783	165	-15	15	2783	165	-15	15	2783	165	-15	15	2783	165	-15	15	2783	165	-15	15	2783	165	-15	15	2783	165	-15	15	2783	165	-15	15	2783	165	-15	15	2783	165	-15	15	2783	165	-15	15	2783	165	-15	15	2783	165	-15	15	2783	165	-15	15	2783	165	-15	15	2783	165	-15	15	2783
166	-15	15	2798	166	-15	15	2798	166	-15	15	2798	166	-15	15	2798	166	-15	15	2798	166	-15	15	2798	166	-15	15	2798	166	-15	15	2798	166	-15	15	2798	166	-15	15	2798	166	-15	15	2798	166	-15	15	2798	166	-15	15	2798	166	-15	15	2798	166	-15	15	2798	166	-15	15	2798	166	-15	15	2798	166	-15	15	2798	166	-15	15	2798	166	-15	15	2798
167	-125	26	2824	167	-125	26	2824	167	-125	26	2824	167	-125	26	2824	167	-125	26	2824	167	-125	26	2824	167	-125	26	2824	167	-125	26	2824	167	-125	26	2824	167	-125	26	2824	167	-125	26	2824	167	-125	26	2824	167	-125	26	2824	167	-125	26	2824	167	-125	26	2824	167	-125	26	2824	167	-125	26	2824	167	-125	26	2824	167	-125	26	2824	167	-125	26	2824
168	-13	13	2837	168	-13	13	2837	168	-13	13	2837	168	-13	13	2837	168	-13	13	2837	168	-13	13	2837	168	-13	13	2837	168	-13	13	2837	168	-13	13	2837	168	-13	13	2837	168	-13	13	2837	168	-13	13	2837	168	-13	13	2837	168	-13	13	2837	168	-13	13	2837	168	-13	13	2837	168	-13	13	2837	168	-13	13	2837	168	-13	13	2837	168	-13	13	2837
169	-13	13	2850	169	-13	13	2850	169	-13	13	2850	169	-13	13	2850	169	-13	13	2850	169	-13	13	2850	169	-13	13	2850	169	-13	13	2850	169	-13	13	2850	169	-13	13	2850	169	-13	13	2850	169	-13	13	2850	169	-13	13	2850	169	-13	13	2850	169	-13	13	2850	169	-13	13	2850	169	-13	13	2850	169	-13	13	2850	169	-13	13	2850	169	-13	13	2850
170	-13	13	2863	170	-13	13	2863	170	-13	13	2863	170	-13	13	2863	170	-13	13	2863	170	-13	13	2863	170	-13	13	2863	170	-13	13	2863	170	-13	13	2863	170	-13	13	2863	170	-13	13	2863	170	-13	13	2863	170	-13	13	2863	170	-13	13	2863	170	-13	13	2863	170	-13	13	2863	170	-13	13	2863	170	-13	13	2863	170	-13	13	2863	170	-13	13	2863
171	-15	15	2878	171	-15	15	2878	171	-15	15	2878	171	-15	15	2878	171	-15	15	2878	171	-15	15	2878	171	-15	15	2878	171	-15	15	2878	171	-15	15	2878	171	-15	15	2878	171	-15	15	2878	171	-15	15	2878	171	-15	15	2878	171	-15	15	2878	171	-15	15	2878	171	-15	15	2878	171	-15	15	2878	171	-15	15	2878	171	-15	15	2878	171	-15	15	2878
172	-15	15	2893	172	-15	15	2893	172	-15	15	2893	172	-15	15	2893	172	-15	15	2893	172	-15	15	2893	172	-15	15	2893	172	-15	15	2893	172	-15	15	2893	172	-15	15	2893	172	-15	15	2893	172	-15	15	2893	172	-15	15	2893	172	-15	15	2893	172	-15	15	2893	172	-15	15	2893	172	-15	15	2893	172	-15	15	2893	172	-15	15	2893	172	-15	15	2893
173	-15	15	2908	173	-15	15	2908	173	-15	15	2908	173	-15	15	2908	173	-15	15	2908	173	-15	15	2908	173	-15	15	2908	173	-15	15	2908	173	-15	15	2908	173	-15	15	2908	173	-15	15	2908	173	-15	15	2908	173	-15	15	2908	173	-15	15	2908	173	-15	15	2908	173	-15	15	2908	173	-15	15	2908	173	-15	15	2908	173	-15	15	2908	173	-15	15	2908
174	-13	13	2921	174	-13	13	2921	174	-13	13	2921	174	-13	13	2921	174	-13	13	2921	174	-13	13	2921	174	-13	13	2921	174	-13	13	2921	174	-13	13	2921	174	-13	13	2921	174	-13	13	2921	174	-13	13	2921	174	-13	13	2921	174	-13	13	2921	174	-13	13	2921	174	-13	13	2921	174	-13	13	2921	174	-13	13	2921	174	-13	13	2921	174	-13	13	2921
175	-17	17	2938	175	-17	17	2938	175	-17	17	2938	175	-17	17	2938	175	-17	17	2938	175	-17	17	2938	175	-17	17	2938	175	-17	17	2938	175	-17	17	2938	175	-17	17	2938	175	-17	17	2938	175	-17	17	2938	175	-17	17	2938	175	-17	17	2938	175	-17	17	2938	175	-17	17	2938	175	-17	17	2938	175	-17	17	2938	175	-17	17	2938	175	-17	17	2938
176	-13	13	2951	176	-13	13	2951	176	-13	13	2951	176	-13	13	2951	176	-13	13	2951	176	-13	13	2951	176	-13	13	2951	176	-13	13	2951	176	-13	13	2951	176	-13	13	2951	176	-13	13	2951	176	-13	13	2951	176	-13	13	2951	176	-13	13	2951	176	-13	13	2951	176	-13	13	2951	176	-13	13	2951	176	-13	13	2951	176	-13	13	2951	176	-13	13	2951
177	-13	13	2964	177	-13	13	2964	177	-13	13	2964	177	-13	13	2964	177	-13	13	2964	177	-13	13	2964	177	-13	13	2964	177	-13	13	2964	177	-13	13	2964	177	-13	13	2964	177	-13	13	2964	177	-13	13	2964	177	-13	13	2964	177	-13	13	2964	177	-13	13	2964	177	-13	13	2964	177	-13	13	2964	177	-13	13	2964	177	-13	13	2964	177	-13	13	2964
178	-13	13	2977	178	-13	13	2977	178	-13	13	2977	178	-13	13	2977	178	-13	13	2977	178	-13	13	2977	178	-13	13	2977	178	-13	13	2977	178	-13	13	2977	178	-13	13	2977	178	-13	13	2977	178	-13	13	2977	178	-13	13	2977	178	-13	13	2977	178	-13	13	2977	178	-13	13	2977	178	-13	13	2977	178	-13	13	2977	178	-13	13	2977	178	-13	13	2977
179	-18	18	2995	179	-18	18	2995	179	-18	18	2995	179	-18	18	2995	179	-18	18	2995	179	-18	18	2995	179	-18	18	2995	179	-18	18	2995	179	-18	18	2995	179	-18	18	2995	179	-18	18	2995	179	-18	18	2995	179	-18	18	2995	179	-18	18	2995	179	-18	18	2995	179	-18	18	2995	179	-18	18	2995	179	-18	18	2995	179	-18	18	2995	179	-18	18	2995
180	-15	15	3010	180	-15	15	3010	180	-15	15	3010	180	-15	15	3010	180	-15	15	3010	180	-15	15	3010	180	-15	15	3010	180	-15	15	3010	180	-15	15	3010	180	-15	15	3010	180	-15	15	3010	180	-15	15	3010	180	-15	15	3010	180	-15	15	3010	180	-15	15	3010	180	-15	15	3010	180	-15	15	3010	180	-15	15	3010	180	-15	15	3010	180	-15	15	3010
181	-13	13	3023	181	-13	13	3023	181	-13	13	3023	181	-13	13	3023	181	-13	13	3023	181	-13	13	3023	181	-13	13	3023	181	-13	13	3023	181	-13	13	3023	181	-13	13	3023	181	-13	13	3023	181	-13	13	3023	181	-13	13	3023	181	-13	13	3023	181	-13	13	3023	181	-13	13	3023	181	-13	13	3023	181	-13	13	3023	181	-13	13	3023	181	-13	13	3023
182	-15	15	3038	182	-15	15	3038	182	-15	15	3038	182	-15	15	3038	182	-15	15	3038	182	-15	15	3038	182	-15	15	3038	182	-15	15	3038	182	-15	15	3038	182	-15	15	3038	182	-15	15	3038	182	-15	15	3038	182	-15	15	3038	182	-15	15	3038	182	-15	15	3038	182	-15	15	3038	182	-15	15	3038	182	-15	15	3038	182	-15	15	3038	182	-15	15	3038
183	-17	17	3055	183	-17	17	3055	183	-17	17	3055	183	-17	17	3055	183	-17	17	3055	183	-17	17	3055	183	-17	17	3055	183	-17	17	3055	183	-17	17	3055	183	-17	17	3055	183	-17	17	3055	183	-17	17	3055	183	-17	17	3055	183	-17	17	3055	183	-17	17	3055	183	-17	17	3055	183	-17	17	3055	183	-17	17	3055	183	-17	17	3055	183	-17	17	3055
184	-113	14	3069	184	-113	14	3069	184	-113	14	3069	184	-113	14	3069	184	-113	14	3069	184	-113	14	3069	184	-113	14	3069	184	-113	14	3069	184	-113	14	3069	184	-113	14	3069	184	-113	14	3069	184	-113	14	3069	184	-113	14	3069	184	-113	14	3069	184	-113	14	3069	184	-113	14	3069	184	-113	14	3069	184	-113	14	3069	184	-113	14	3069	184	-113	14	3069
185	-13	13	3082	185	-13	13	3082	185	-13	13	3082	185	-13	13	3082	185	-13	13	3082	185	-13	13	3082	185	-13	13	3082	185	-13	13	3082	185	-13	13	3082	185	-13	13	3082	185	-13	13	3082	185	-13	13	3082	185	-13	13	3082	185	-13	13	3082	185	-13	13	3082	185	-13	13	3082	185	-13	13	3082	185	-13	13	3082	185	-13	13	3082	185	-13	13	3082
186	-117	18	3100	186	-117	18	3100	186	-117	18	3100	186	-117	18	3100	186	-117	18	3100	186	-117	18	3100	186	-117	18	3100	186	-117	18	3100	186	-117	18	3100	186	-117	18	3100	186	-117	18	3100	186	-117	18	3100	186	-117	18	3100	186	-117	18	3100	186	-117	18	3100	186	-117	18	3100	186	-117	18	3100	186	-117	18	3100	186	-117	18	3100	186	-117	18	3100
187	-19	19	3119	187	-19	19	3119	187	-19	19	3119	187	-19	19	3119	187	-19	19	3119	187	-19	19	3119	187	-19	19	3119	187	-19	19	3119	187	-19	19	3119	187	-19	19	3119	187	-19	19	3119	187	-19	19	3119	187	-19	19	3119	187	-19	19	3119	187	-19	19	3119	187	-19	19	3119	187	-19	19	3119	187	-19	19	3119	187	-19	19	3119	187	-19	19	3119
188	-19	19	3138	188	-19	19	3138	188	-19	19	3138	188	-19	19	3138	188	-19	19	3138	188	-19	19	3138	188	-19	19	3138	188	-19	19	3138	188	-19	19	3138	188	-19	19	3138	188	-19	19	3138	188	-19	19	3138	188	-19	19	3138	188	-19	19	3138	188	-19	19	3138	188	-19	19	3138	188	-19	19	3138	188	-19	19	3138	188	-19	19	3138	188	-19	19	3138
189	-120	21	3159	189	-120	21	3159	189	-120	21	3159	189	-120	21	3159	189	-120	21	3159	189	-120	21	3159	189	-120	21	3159	189	-120	21	3159	189	-120	21	3159	189	-120	21	3159	189	-120	21	3159	189	-120	21	3159	189	-120	21	3159	189	-120	21	3159	189	-120	21	3159	189	-120	21	3159	189	-120	21	3159	189	-120	21	3159	189	-120	21	3159	189	-120	21	3159
190	-15	15	3174	190	-15	15	3174	190	-15	15	3174	190	-15	15	3174	190	-15	15	3174	190	-15	15	3174	190	-15	15	3174	190	-15	15	3174	190	-15	15	3174	190	-15	15	3174	190	-15	15	3174	190	-15	15	3174	190	-15	15	3174	190	-15	15	3174	190	-15	15	3174	190	-15	15	3174	190	-15	15	3174	190	-15	15	3174	190	-15	15	3174	190	-15	15	3174
191	-13	13	3187	191	-13	13	3187	191	-13	13	3187	191	-13	13	3187	191	-13	13	3187	191	-13	13	3187	191	-13	13	3187	191	-13	13	3187	191	-13	13	3187	191	-13	13	3187	191	-13	13	3187	191	-13	13	3187	191	-13	13	3187	191	-13	13	3187	191	-13	13	3187	191	-13	13	3187	191	-13	13	3187	191	-13	13	3187	191	-13	13	3187	191	-13	13	3187
192	-17	17	3204	192	-17	17	3204	192	-17	17	3204	192	-17	17	3204	192	-17	17	3204	192	-17	17	3204	192	-17	17	3204	192	-17	17	3204	192	-17	17	3204	192	-17	17	3204	192	-17	17	3204	192	-17	17	3204	192	-17	17	3204	192	-17	17	3204	192	-17	17	3204	192	-17	17	3204	192	-17	17	3204	192	-17	17	3204	192	-17	17	3204	192	-17	17	3204
193	-117	18	3222	193	-117	18	3222	193	-117	18	3222	193	-117	18	3222	193	-117	18	3222	193	-117	18	3222	193	-117	18	3222	193	-117	18	3222	193	-117	18	3222	193	-117	18	3222	193	-117	18	3222	193	-117	18	3222	193	-117	18	3222	193	-117	18	3222	193	-117	18	3222	193	-117	18	3222	193	-117	18	3222	193	-117	18	3222	193	-117	18	3222	193	-117	18	3222
194	-13	13	3235	194	-13	13	3235	194	-13	13	3235	194	-13	13	3235	194	-13	13	3235	194	-13	13	3235	194	-13	13	3235	194	-13	13	3235	194	-13	13	3235	194	-13	13	3235	194	-13	13	3235	194	-13	13	3235	194	-13	13	3235	194	-13	13	3235	194	-13	13	3235	194	-13	13	3235	194	-13	13	3235	194	-13	13	3235	194	-13	13	3235	194	-13	13	3235
195	-13	13	3248	195	-13	13	3248	195	-13	13	3248	195	-13	13	3248	195	-13	13	3248	195	-13	13	3248	195	-13	13	3248	195	-13	13	3248	195	-13	13	3248	195	-13	13	3248	195	-13	13	3248	195	-13	13	3248	195	-13	13	3248	195	-13	13	3248	195	-13	13	3248	195	-13	13	3248	195	-13	13	3248	195	-13	13	3248	195	-13	13	3248	195	-13	13	3248
196	-120	21	3269	196	-120	21	3269	196	-120	21	3269	196	-120	21	3269	196	-120	21	3269	196	-120	21	3269	196	-120	21	3269	196	-120	21	3269	196	-120	21	3269	196	-120	21	3269	196	-120	21	3269	196	-120	21	3269	196	-120	21	3269	196	-120	21	3269	196	-120	21	3269	196	-120	21	3269	196	-120	21	3269	196	-120	21	3269	196	-120	21	3269	196	-120	21	3269
197	-13	13	3282	197	-13	13	3282	197	-13	13	3282	197	-13	13	3282	197	-13	13	3282	197	-13	13	3282	197	-13	13	3282	197	-13	13	3282	197	-13	13	3282	197	-13	13	3282	197	-13	13	3282	197	-13	13	3282	197	-13	13	3282	197	-13	13	3282	197	-13	13	3282	197	-13	13	3282	197	-13	13	3282	197	-13	13	3282	197	-13	13	3282	197	-13	13	3282
198	-17	17	3299	198	-17	17	3299	198	-17	17	3299	198	-17	17	3299	198	-17	17	3299	198	-17	17	3299	198	-17	17	3299	198	-17	17	3299	198	-17	17	3299	198	-17	17	3299	198	-17	17	3299	198	-17	17	3299	198	-17	17	3299	198	-17	17	3299	198	-17	17	3299	198	-17	17	3299	198	-17	17	3299	198	-17	17	3299	198	-17	17	3299	198	-17	17	3299
199	-15	15	3314	199	-15	15	3314	199	-15	15	3314	199	-15	15	3314	199	-15	15	3314	199	-15	15	3314	199	-15	15	3314	199	-15	15	3314	199	-15	15	3314	199	-15	15	3314	199	-15	15	3314	199	-15	15	3314	199	-15	15	3314	199	-15	15	3314	199	-15	15	3314	199	-15	15	3314	199	-15	15	3314	199	-15	15	3314	199	-15	15	3314	199	-15	15	3314
