Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps
168	-25	25	10727	168	-25	25	10727	168	-25	25	10727	168	-25	25	10727	168	-25	25	10727	168	-25	25	10727	168	-25	25	10727	168	-25	25	10727	168	-25	25	10727	168	-25	25	10727	168	-25	25	10727	168	-25	25	10727	168	-25	25	10727	168	-25	25	10727	168	-25	25	10727	168	-25	25	10727
169	-33	33	10760	169	-33	33	10760	169	-33	33	10760	169	-33	33	10760	169	-33	33	10760	169	-33	33	10760	169	-33	33	10760	169	-33	33	10760	169	-33	33	10760	169	-33	33	10760	169	-33	33	10760	169	-33	33	10760	169	-33	33	10760	169	-33	33	10760	169	-33	33	10760	169	-33	33	10760
170	-27	27	10787	170	-27	27	10787	170	-27	27	10787	170	-27	27	10787	170	-27	27	10787	170	-27	27	10787	170	-27	27	10787	170	-27	27	10787	170	-27	27	10787	170	-27	27	10787	170	-27	27	10787	170	-27	27	10787	170	-27	27	10787	170	-27	27	10787	170	-27	27	10787	170	-27	27	10787
171	-18	18	10805	171	-18	18	10805	171	-18	18	10805	171	-18	18	10805	171	-18	18	10805	171	-18	18	10805	171	-18	18	10805	171	-18	18	10805	171	-18	18	10805	171	-18	18	10805	171	-18	18	10805	171	-18	18	10805	171	-18	18	10805	171	-18	18	10805	171	-18	18	10805	171	-18	18	10805
172	-27	27	10832	172	-27	27	10832	172	-27	27	10832	172	-27	27	10832	172	-27	27	10832	172	-27	27	10832	172	-27	27	10832	172	-27	27	10832	172	-27	27	10832	172	-27	27	10832	172	-27	27	10832	172	-27	27	10832	172	-27	27	10832	172	-27	27	10832	172	-27	27	10832	172	-27	27	10832
173	-19	19	10851	173	-19	19	10851	173	-19	19	10851	173	-19	19	10851	173	-19	19	10851	173	-19	19	10851	173	-19	19	10851	173	-19	19	10851	173	-19	19	10851	173	-19	19	10851	173	-19	19	10851	173	-19	19	10851	173	-19	19	10851	173	-19	19	10851	173	-19	19	10851	173	-19	19	10851
174	-20	20	10871	174	-20	20	10871	174	-20	20	10871	174	-20	20	10871	174	-20	20	10871	174	-20	20	10871	174	-20	20	10871	174	-20	20	10871	174	-20	20	10871	174	-20	20	10871	174	-20	20	10871	174	-20	20	10871	174	-20	20	10871	174	-20	20	10871	174	-20	20	10871	174	-20	20	10871
175	-28	28	10899	175	-28	28	10899	175	-28	28	10899	175	-28	28	10899	175	-28	28	10899	175	-28	28	10899	175	-28	28	10899	175	-28	28	10899	175	-28	28	10899	175	-28	28	10899	175	-28	28	10899	175	-28	28	10899	175	-28	28	10899	175	-28	28	10899	175	-28	28	10899	175	-28	28	10899
176	-118	19	10918	176	-118	19	10918	176	-118	19	10918	176	-118	19	10918	176	-118	19	10918	176	-118	19	10918	176	-118	19	10918	176	-118	19	10918	176	-118	19	10918	176	-118	19	10918	176	-118	19	10918	176	-118	19	10918	176	-118	19	10918	176	-118	19	10918	176	-118	19	10918	176	-118	19	10918
177	-137	38	10956	177	-137	38	10956	177	-137	38	10956	177	-137	38	10956	177	-137	38	10956	177	-137	38	10956	177	-137	38	10956	177	-137	38	10956	177	-137	38	10956	177	-137	38	10956	177	-137	38	10956	177	-137	38	10956	177	-137	38	10956	177	-137	38	10956	177	-137	38	10956	177	-137	38	10956
178	-21	21	10977	178	-21	21	10977	178	-21	21	10977	178	-21	21	10977	178	-21	21	10977	178	-21	21	10977	178	-21	21	10977	178	-21	21	10977	178	-21	21	10977	178	-21	21	10977	178	-21	21	10977	178	-21	21	10977	178	-21	21	10977	178	-21	21	10977	178	-21	21	10977	178	-21	21	10977
179	-15	15	10992	179	-15	15	10992	179	-15	15	10992	179	-15	15	10992	179	-15	15	10992	179	-15	15	10992	179	-15	15	10992	179	-15	15	10992	179	-15	15	10992	179	-15	15	10992	179	-15	15	10992	179	-15	15	10992	179	-15	15	10992	179	-15	15	10992	179	-15	15	10992	179	-15	15	10992
180	-19	19	11011	180	-19	19	11011	180	-19	19	11011	180	-19	19	11011	180	-19	19	11011	180	-19	19	11011	180	-19	19	11011	180	-19	19	11011	180	-19	19	11011	180	-19	19	11011	180	-19	19	11011	180	-19	19	11011	180	-19	19	11011	180	-19	19	11011	180	-19	19	11011	180	-19	19	11011
181	-19	19	11030	181	-19	19	11030	181	-19	19	11030	181	-19	19	11030	181	-19	19	11030	181	-19	19	11030	181	-19	19	11030	181	-19	19	11030	181	-19	19	11030	181	-19	19	11030	181	-19	19	11030	181	-19	19	11030	181	-19	19	11030	181	-19	19	11030	181	-19	19	11030	181	-19	19	11030
182	-27	27	11057	182	-27	27	11057	182	-27	27	11057	182	-27	27	11057	182	-27	27	11057	182	-27	27	11057	182	-27	27	11057	182	-27	27	11057	182	-27	27	11057	182	-27	27	11057	182	-27	27	11057	182	-27	27	11057	182	-27	27	11057	182	-27	27	11057	182	-27	27	11057	182	-27	27	11057
183	-22	22	11079	183	-22	22	11079	183	-22	22	11079	183	-22	22	11079	183	-22	22	11079	183	-22	22	11079	183	-22	22	11079	183	-22	22	11079	183	-22	22	11079	183	-22	22	11079	183	-22	22	11079	183	-22	22	11079	183	-22	22	11079	183	-22	22	11079	183	-22	22	11079	183	-22	22	11079
184	-34	34	11113	184	-34	34	11113	184	-34	34	11113	184	-34	34	11113	184	-34	34	11113	184	-34	34	11113	184	-34	34	11113	184	-34	34	11113	184	-34	34	11113	184	-34	34	11113	184	-34	34	11113	184	-34	34	11113	184	-34	34	11113	184	-34	34	11113	184	-34	34	11113	184	-34	34	11113
185	-23	23	11136	185	-23	23	11136	185	-23	23	11136	185	-23	23	11136	185	-23	23	11136	185	-23	23	11136	185	-23	23	11136	185	-23	23	11136	185	-23	23	11136	185	-23	23	11136	185	-23	23	11136	185	-23	23	11136	185	-23	23	11136	185	-23	23	11136	185	-23	23	11136	185	-23	23	11136
186	-24	24	11160	186	-24	24	11160	186	-24	24	11160	186	-24	24	11160	186	-24	24	11160	186	-24	24	11160	186	-24	24	11160	186	-24	24	11160	186	-24	24	11160	186	-24	24	11160	186	-24	24	11160	186	-24	24	11160	186	-24	24	11160	186	-24	24	11160	186	-24	24	11160	186	-24	24	11160
187	-122	23	11183	187	-122	23	11183	187	-122	23	11183	187	-122	23	11183	187	-122	23	11183	187	-122	23	11183	187	-122	23	11183	187	-122	23	11183	187	-122	23	11183	187	-122	23	11183	187	-122	23	11183	187	-122	23	11183	187	-122	23	11183	187	-122	23	11183	187	-122	23	11183	187	-122	23	11183
188	-21	21	11204	188	-21	21	11204	188	-21	21	11204	188	-21	21	11204	188	-21	21	11204	188	-21	21	11204	188	-21	21	11204	188	-21	21	11204	188	-21	21	11204	188	-21	21	11204	188	-21	21	11204	188	-21	21	11204	188	-21	21	11204	188	-21	21	11204	188	-21	21	11204	188	-21	21	11204
189	-21	21	11225	189	-21	21	11225	189	-21	21	11225	189	-21	21	11225	189	-21	21	11225	189	-21	21	11225	189	-21	21	11225	189	-21	21	11225	189	-21	21	11225	189	-21	21	11225	189	-21	21	11225	189	-21	21	11225	189	-21	21	11225	189	-21	21	11225	189	-21	21	11225	189	-21	21	11225
190	-15	15	11240	190	-15	15	11240	190	-15	15	11240	190	-15	15	11240	190	-15	15	11240	190	-15	15	11240	190	-15	15	11240	190	-15	15	11240	190	-15	15	11240	190	-15	15	11240	190	-15	15	11240	190	-15	15	11240	190	-15	15	11240	190	-15	15	11240	190	-15	15	11240	190	-15	15	11240
191	-22	22	11262	191	-22	22	11262	191	-22	22	11262	191	-22	22	11262	191	-22	22	11262	191	-22	22	11262	191	-22	22	11262	191	-22	22	11262	191	-22	22	11262	191	-22	22	11262	191	-22	22	11262	191	-22	22	11262	191	-22	22	11262	191	-22	22	11262	191	-22	22	11262	191	-22	22	11262
192	-26	26	11288	192	-26	26	11288	192	-26	26	11288	192	-26	26	11288	192	-26	26	11288	192	-26	26	11288	192	-26	26	11288	192	-26	26	11288	192	-26	26	11288	192	-26	26	11288	192	-26	26	11288	192	-26	26	11288	192	-26	26	11288	192	-26	26	11288	192	-26	26	11288	192	-26	26	11288
193	-20	20	11308	193	-20	20	11308	193	-20	20	11308	193	-20	20	11308	193	-20	20	11308	193	-20	20	11308	193	-20	20	11308	193	-20	20	11308	193	-20	20	11308	193	-20	20	11308	193	-20	20	11308	193	-20	20	11308	193	-20	20	11308	193	-20	20	11308	193	-20	20	11308	193	-20	20	11308
194	-29	29	11337	194	-29	29	11337	194	-29	29	11337	194	-29	29	11337	194	-29	29	11337	194	-29	29	11337	194	-29	29	11337	194	-29	29	11337	194	-29	29	11337	194	-29	29	11337	194	-29	29	11337	194	-29	29	11337	194	-29	29	11337	194	-29	29	11337	194	-29	29	11337	194	-29	29	11337
195	-20	20	11357	195	-20	20	11357	195	-20	20	11357	195	-20	20	11357	195	-20	20	11357	195	-20	20	11357	195	-20	20	11357	195	-20	20	11357	195	-20	20	11357	195	-20	20	11357	195	-20	20	11357	195	-20	20	11357	195	-20	20	11357	195	-20	20	11357	195	-20	20	11357	195	-20	20	11357
196	-28	28	11385	196	-28	28	11385	196	-28	28	11385	196	-28	28	11385	196	-28	28	11385	196	-28	28	11385	196	-28	28	11385	196	-28	28	11385	196	-28	28	11385	196	-28	28	11385	196	-28	28	11385	196	-28	28	11385	196	-28	28	11385	196	-28	28	11385	196	-28	28	11385	196	-28	28	11385
197	-19	19	11404	197	-19	19	11404	197	-19	19	11404	197	-19	19	11404	197	-19	19	11404	197	-19	19	11404	197	-19	19	11404	197	-19	19	11404	197	-19	19	11404	197	-19	19	11404	197	-19	19	11404	197	-19	19	11404	197	-19	19	11404	197	-19	19	11404	197	-19	19	11404	197	-19	19	11404
198	-19	19	11423	198	-19	19	11423	198	-19	19	11423	198	-19	19	11423	198	-19	19	11423	198	-19	19	11423	198	-19	19	11423	198	-19	19	11423	198	-19	19	11423	198	-19	19	11423	198	-19	19	11423	198	-19	19	11423	198	-19	19	11423	198	-19	19	11423	198	-19	19	11423	198	-19	19	11423
199	-27	27	11450	199	-27	27	11450	199	-27	27	11450	199	-27	27	11450	199	-27	27	11450	199	-27	27	11450	199	-27	27	11450	199	-27	27	11450	199	-27	27	11450	199	-27	27	11450	199	-27	27	11450	199	-27	27	11450	199	-27	27	11450	199	-27	27	11450	199	-27	27	11450	199	-27	27	11450
