Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps
140	-32	32	10057	140	-32	32	10057	140	-32	32	10057	140	-32	32	10057	140	-32	32	10057	140	-32	32	10057	140	-32	32	10057	140	-32	32	10057	140	-32	32	10057	140	-32	32	10057	140	-32	32	10057	140	-32	32	10057	140	-32	32	10057	140	-32	32	10057	140	-32	32	10057	140	-32	32	10057	140	-32	32	10057	140	-32	32	10057	140	-32	32	10057
141	-33	33	10090	141	-33	33	10090	141	-33	33	10090	141	-33	33	10090	141	-33	33	10090	141	-33	33	10090	141	-33	33	10090	141	-33	33	10090	141	-33	33	10090	141	-33	33	10090	141	-33	33	10090	141	-33	33	10090	141	-33	33	10090	141	-33	33	10090	141	-33	33	10090	141	-33	33	10090	141	-33	33	10090	141	-33	33	10090	141	-33	33	10090
142	-30	30	10120	142	-30	30	10120	142	-30	30	10120	142	-30	30	10120	142	-30	30	10120	142	-30	30	10120	142	-30	30	10120	142	-30	30	10120	142	-30	30	10120	142	-30	30	10120	142	-30	30	10120	142	-30	30	10120	142	-30	30	10120	142	-30	30	10120	142	-30	30	10120	142	-30	30	10120	142	-30	30	10120	142	-30	30	10120	142	-30	30	10120
143	-33	33	10153	143	-33	33	10153	143	-33	33	10153	143	-33	33	10153	143	-33	33	10153	143	-33	33	10153	143	-33	33	10153	143	-33	33	10153	143	-33	33	10153	143	-33	33	10153	143	-33	33	10153	143	-33	33	10153	143	-33	33	10153	143	-33	33	10153	143	-33	33	10153	143	-33	33	10153	143	-33	33	10153	143	-33	33	10153	143	-33	33	10153
144	-23	23	10176	144	-23	23	10176	144	-23	23	10176	144	-23	23	10176	144	-23	23	10176	144	-23	23	10176	144	-23	23	10176	144	-23	23	10176	144	-23	23	10176	144	-23	23	10176	144	-23	23	10176	144	-23	23	10176	144	-23	23	10176	144	-23	23	10176	144	-23	23	10176	144	-23	23	10176	144	-23	23	10176	144	-23	23	10176	144	-23	23	10176
145	-25	25	10201	145	-25	25	10201	145	-25	25	10201	145	-25	25	10201	145	-25	25	10201	145	-25	25	10201	145	-25	25	10201	145	-25	25	10201	145	-25	25	10201	145	-25	25	10201	145	-25	25	10201	145	-25	25	10201	145	-25	25	10201	145	-25	25	10201	145	-25	25	10201	145	-25	25	10201	145	-25	25	10201	145	-25	25	10201	145	-25	25	10201
146	-18	18	10219	146	-18	18	10219	146	-18	18	10219	146	-18	18	10219	146	-18	18	10219	146	-18	18	10219	146	-18	18	10219	146	-18	18	10219	146	-18	18	10219	146	-18	18	10219	146	-18	18	10219	146	-18	18	10219	146	-18	18	10219	146	-18	18	10219	146	-18	18	10219	146	-18	18	10219	146	-18	18	10219	146	-18	18	10219	146	-18	18	10219
147	-37	37	10256	147	-37	37	10256	147	-37	37	10256	147	-37	37	10256	147	-37	37	10256	147	-37	37	10256	147	-37	37	10256	147	-37	37	10256	147	-37	37	10256	147	-37	37	10256	147	-37	37	10256	147	-37	37	10256	147	-37	37	10256	147	-37	37	10256	147	-37	37	10256	147	-37	37	10256	147	-37	37	10256	147	-37	37	10256	147	-37	37	10256
148	-35	35	10291	148	-35	35	10291	148	-35	35	10291	148	-35	35	10291	148	-35	35	10291	148	-35	35	10291	148	-35	35	10291	148	-35	35	10291	148	-35	35	10291	148	-35	35	10291	148	-35	35	10291	148	-35	35	10291	148	-35	35	10291	148	-35	35	10291	148	-35	35	10291	148	-35	35	10291	148	-35	35	10291	148	-35	35	10291	148	-35	35	10291
149	-23	23	10314	149	-23	23	10314	149	-23	23	10314	149	-23	23	10314	149	-23	23	10314	149	-23	23	10314	149	-23	23	10314	149	-23	23	10314	149	-23	23	10314	149	-23	23	10314	149	-23	23	10314	149	-23	23	10314	149	-23	23	10314	149	-23	23	10314	149	-23	23	10314	149	-23	23	10314	149	-23	23	10314	149	-23	23	10314	149	-23	23	10314
150	-35	35	10349	150	-35	35	10349	150	-35	35	10349	150	-35	35	10349	150	-35	35	10349	150	-35	35	10349	150	-35	35	10349	150	-35	35	10349	150	-35	35	10349	150	-35	35	10349	150	-35	35	10349	150	-35	35	10349	150	-35	35	10349	150	-35	35	10349	150	-35	35	10349	150	-35	35	10349	150	-35	35	10349	150	-35	35	10349	150	-35	35	10349
151	-33	33	10382	151	-33	33	10382	151	-33	33	10382	151	-33	33	10382	151	-33	33	10382	151	-33	33	10382	151	-33	33	10382	151	-33	33	10382	151	-33	33	10382	151	-33	33	10382	151	-33	33	10382	151	-33	33	10382	151	-33	33	10382	151	-33	33	10382	151	-33	33	10382	151	-33	33	10382	151	-33	33	10382	151	-33	33	10382	151	-33	33	10382
152	-28	28	10410	152	-28	28	10410	152	-28	28	10410	152	-28	28	10410	152	-28	28	10410	152	-28	28	10410	152	-28	28	10410	152	-28	28	10410	152	-28	28	10410	152	-28	28	10410	152	-28	28	10410	152	-28	28	10410	152	-28	28	10410	152	-28	28	10410	152	-28	28	10410	152	-28	28	10410	152	-28	28	10410	152	-28	28	10410	152	-28	28	10410
153	-50	50	10460	153	-50	50	10460	153	-50	50	10460	153	-50	50	10460	153	-50	50	10460	153	-50	50	10460	153	-50	50	10460	153	-50	50	10460	153	-50	50	10460	153	-50	50	10460	153	-50	50	10460	153	-50	50	10460	153	-50	50	10460	153	-50	50	10460	153	-50	50	10460	153	-50	50	10460	153	-50	50	10460	153	-50	50	10460	153	-50	50	10460
154	-24	24	10484	154	-24	24	10484	154	-24	24	10484	154	-24	24	10484	154	-24	24	10484	154	-24	24	10484	154	-24	24	10484	154	-24	24	10484	154	-24	24	10484	154	-24	24	10484	154	-24	24	10484	154	-24	24	10484	154	-24	24	10484	154	-24	24	10484	154	-24	24	10484	154	-24	24	10484	154	-24	24	10484	154	-24	24	10484	154	-24	24	10484
155	-17	17	10501	155	-17	17	10501	155	-17	17	10501	155	-17	17	10501	155	-17	17	10501	155	-17	17	10501	155	-17	17	10501	155	-17	17	10501	155	-17	17	10501	155	-17	17	10501	155	-17	17	10501	155	-17	17	10501	155	-17	17	10501	155	-17	17	10501	155	-17	17	10501	155	-17	17	10501	155	-17	17	10501	155	-17	17	10501	155	-17	17	10501
156	-27	27	10528	156	-27	27	10528	156	-27	27	10528	156	-27	27	10528	156	-27	27	10528	156	-27	27	10528	156	-27	27	10528	156	-27	27	10528	156	-27	27	10528	156	-27	27	10528	156	-27	27	10528	156	-27	27	10528	156	-27	27	10528	156	-27	27	10528	156	-27	27	10528	156	-27	27	10528	156	-27	27	10528	156	-27	27	10528	156	-27	27	10528
157	-31	31	10559	157	-31	31	10559	157	-31	31	10559	157	-31	31	10559	157	-31	31	10559	157	-31	31	10559	157	-31	31	10559	157	-31	31	10559	157	-31	31	10559	157	-31	31	10559	157	-31	31	10559	157	-31	31	10559	157	-31	31	10559	157	-31	31	10559	157	-31	31	10559	157	-31	31	10559	157	-31	31	10559	157	-31	31	10559	157	-31	31	10559
158	-28	28	10587	158	-28	28	10587	158	-28	28	10587	158	-28	28	10587	158	-28	28	10587	158	-28	28	10587	158	-28	28	10587	158	-28	28	10587	158	-28	28	10587	158	-28	28	10587	158	-28	28	10587	158	-28	28	10587	158	-28	28	10587	158	-28	28	10587	158	-28	28	10587	158	-28	28	10587	158	-28	28	10587	158	-28	28	10587	158	-28	28	10587
159	-31	31	10618	159	-31	31	10618	159	-31	31	10618	159	-31	31	10618	159	-31	31	10618	159	-31	31	10618	159	-31	31	10618	159	-31	31	10618	159	-31	31	10618	159	-31	31	10618	159	-31	31	10618	159	-31	31	10618	159	-31	31	10618	159	-31	31	10618	159	-31	31	10618	159	-31	31	10618	159	-31	31	10618	159	-31	31	10618	159	-31	31	10618
160	-28	28	10646	160	-28	28	10646	160	-28	28	10646	160	-28	28	10646	160	-28	28	10646	160	-28	28	10646	160	-28	28	10646	160	-28	28	10646	160	-28	28	10646	160	-28	28	10646	160	-28	28	10646	160	-28	28	10646	160	-28	28	10646	160	-28	28	10646	160	-28	28	10646	160	-28	28	10646	160	-28	28	10646	160	-28	28	10646	160	-28	28	10646
161	-26	26	10672	161	-26	26	10672	161	-26	26	10672	161	-26	26	10672	161	-26	26	10672	161	-26	26	10672	161	-26	26	10672	161	-26	26	10672	161	-26	26	10672	161	-26	26	10672	161	-26	26	10672	161	-26	26	10672	161	-26	26	10672	161	-26	26	10672	161	-26	26	10672	161	-26	26	10672	161	-26	26	10672	161	-26	26	10672	161	-26	26	10672
162	-21	21	10693	162	-21	21	10693	162	-21	21	10693	162	-21	21	10693	162	-21	21	10693	162	-21	21	10693	162	-21	21	10693	162	-21	21	10693	162	-21	21	10693	162	-21	21	10693	162	-21	21	10693	162	-21	21	10693	162	-21	21	10693	162	-21	21	10693	162	-21	21	10693	162	-21	21	10693	162	-21	21	10693	162	-21	21	10693	162	-21	21	10693
163	-36	36	10729	163	-36	36	10729	163	-36	36	10729	163	-36	36	10729	163	-36	36	10729	163	-36	36	10729	163	-36	36	10729	163	-36	36	10729	163	-36	36	10729	163	-36	36	10729	163	-36	36	10729	163	-36	36	10729	163	-36	36	10729	163	-36	36	10729	163	-36	36	10729	163	-36	36	10729	163	-36	36	10729	163	-36	36	10729	163	-36	36	10729
164	-21	21	10750	164	-21	21	10750	164	-21	21	10750	164	-21	21	10750	164	-21	21	10750	164	-21	21	10750	164	-21	21	10750	164	-21	21	10750	164	-21	21	10750	164	-21	21	10750	164	-21	21	10750	164	-21	21	10750	164	-21	21	10750	164	-21	21	10750	164	-21	21	10750	164	-21	21	10750	164	-21	21	10750	164	-21	21	10750	164	-21	21	10750
165	-38	38	10788	165	-38	38	10788	165	-38	38	10788	165	-38	38	10788	165	-38	38	10788	165	-38	38	10788	165	-38	38	10788	165	-38	38	10788	165	-38	38	10788	165	-38	38	10788	165	-38	38	10788	165	-38	38	10788	165	-38	38	10788	165	-38	38	10788	165	-38	38	10788	165	-38	38	10788	165	-38	38	10788	165	-38	38	10788	165	-38	38	10788
166	-23	23	10811	166	-23	23	10811	166	-23	23	10811	166	-23	23	10811	166	-23	23	10811	166	-23	23	10811	166	-23	23	10811	166	-23	23	10811	166	-23	23	10811	166	-23	23	10811	166	-23	23	10811	166	-23	23	10811	166	-23	23	10811	166	-23	23	10811	166	-23	23	10811	166	-23	23	10811	166	-23	23	10811	166	-23	23	10811	166	-23	23	10811
167	-28	28	10839	167	-28	28	10839	167	-28	28	10839	167	-28	28	10839	167	-28	28	10839	167	-28	28	10839	167	-28	28	10839	167	-28	28	10839	167	-28	28	10839	167	-28	28	10839	167	-28	28	10839	167	-28	28	10839	167	-28	28	10839	167	-28	28	10839	167	-28	28	10839	167	-28	28	10839	167	-28	28	10839	167	-28	28	10839	167	-28	28	10839
168	-127	28	10867	168	-127	28	10867	168	-127	28	10867	168	-127	28	10867	168	-127	28	10867	168	-127	28	10867	168	-127	28	10867	168	-127	28	10867	168	-127	28	10867	168	-127	28	10867	168	-127	28	10867	168	-127	28	10867	168	-127	28	10867	168	-127	28	10867	168	-127	28	10867	168	-127	28	10867	168	-127	28	10867	168	-127	28	10867	168	-127	28	10867
169	-22	22	10889	169	-22	22	10889	169	-22	22	10889	169	-22	22	10889	169	-22	22	10889	169	-22	22	10889	169	-22	22	10889	169	-22	22	10889	169	-22	22	10889	169	-22	22	10889	169	-22	22	10889	169	-22	22	10889	169	-22	22	10889	169	-22	22	10889	169	-22	22	10889	169	-22	22	10889	169	-22	22	10889	169	-22	22	10889	169	-22	22	10889
170	-19	19	10908	170	-19	19	10908	170	-19	19	10908	170	-19	19	10908	170	-19	19	10908	170	-19	19	10908	170	-19	19	10908	170	-19	19	10908	170	-19	19	10908	170	-19	19	10908	170	-19	19	10908	170	-19	19	10908	170	-19	19	10908	170	-19	19	10908	170	-19	19	10908	170	-19	19	10908	170	-19	19	10908	170	-19	19	10908	170	-19	19	10908
171	-15	15	10923	171	-15	15	10923	171	-15	15	10923	171	-15	15	10923	171	-15	15	10923	171	-15	15	10923	171	-15	15	10923	171	-15	15	10923	171	-15	15	10923	171	-15	15	10923	171	-15	15	10923	171	-15	15	10923	171	-15	15	10923	171	-15	15	10923	171	-15	15	10923	171	-15	15	10923	171	-15	15	10923	171	-15	15	10923	171	-15	15	10923
172	-40	40	10963	172	-40	40	10963	172	-40	40	10963	172	-40	40	10963	172	-40	40	10963	172	-40	40	10963	172	-40	40	10963	172	-40	40	10963	172	-40	40	10963	172	-40	40	10963	172	-40	40	10963	172	-40	40	10963	172	-40	40	10963	172	-40	40	10963	172	-40	40	10963	172	-40	40	10963	172	-40	40	10963	172	-40	40	10963	172	-40	40	10963
173	-27	27	10990	173	-27	27	10990	173	-27	27	10990	173	-27	27	10990	173	-27	27	10990	173	-27	27	10990	173	-27	27	10990	173	-27	27	10990	173	-27	27	10990	173	-27	27	10990	173	-27	27	10990	173	-27	27	10990	173	-27	27	10990	173	-27	27	10990	173	-27	27	10990	173	-27	27	10990	173	-27	27	10990	173	-27	27	10990	173	-27	27	10990
174	-30	30	11020	174	-30	30	11020	174	-30	30	11020	174	-30	30	11020	174	-30	30	11020	174	-30	30	11020	174	-30	30	11020	174	-30	30	11020	174	-30	30	11020	174	-30	30	11020	174	-30	30	11020	174	-30	30	11020	174	-30	30	11020	174	-30	30	11020	174	-30	30	11020	174	-30	30	11020	174	-30	30	11020	174	-30	30	11020	174	-30	30	11020
175	-30	30	11050	175	-30	30	11050	175	-30	30	11050	175	-30	30	11050	175	-30	30	11050	175	-30	30	11050	175	-30	30	11050	175	-30	30	11050	175	-30	30	11050	175	-30	30	11050	175	-30	30	11050	175	-30	30	11050	175	-30	30	11050	175	-30	30	11050	175	-30	30	11050	175	-30	30	11050	175	-30	30	11050	175	-30	30	11050	175	-30	30	11050
176	-20	20	11070	176	-20	20	11070	176	-20	20	11070	176	-20	20	11070	176	-20	20	11070	176	-20	20	11070	176	-20	20	11070	176	-20	20	11070	176	-20	20	11070	176	-20	20	11070	176	-20	20	11070	176	-20	20	11070	176	-20	20	11070	176	-20	20	11070	176	-20	20	11070	176	-20	20	11070	176	-20	20	11070	176	-20	20	11070	176	-20	20	11070
177	-21	21	11091	177	-21	21	11091	177	-21	21	11091	177	-21	21	11091	177	-21	21	11091	177	-21	21	11091	177	-21	21	11091	177	-21	21	11091	177	-21	21	11091	177	-21	21	11091	177	-21	21	11091	177	-21	21	11091	177	-21	21	11091	177	-21	21	11091	177	-21	21	11091	177	-21	21	11091	177	-21	21	11091	177	-21	21	11091	177	-21	21	11091
178	-18	18	11109	178	-18	18	11109	178	-18	18	11109	178	-18	18	11109	178	-18	18	11109	178	-18	18	11109	178	-18	18	11109	178	-18	18	11109	178	-18	18	11109	178	-18	18	11109	178	-18	18	11109	178	-18	18	11109	178	-18	18	11109	178	-18	18	11109	178	-18	18	11109	178	-18	18	11109	178	-18	18	11109	178	-18	18	11109	178	-18	18	11109
179	-45	45	11154	179	-45	45	11154	179	-45	45	11154	179	-45	45	11154	179	-45	45	11154	179	-45	45	11154	179	-45	45	11154	179	-45	45	11154	179	-45	45	11154	179	-45	45	11154	179	-45	45	11154	179	-45	45	11154	179	-45	45	11154	179	-45	45	11154	179	-45	45	11154	179	-45	45	11154	179	-45	45	11154	179	-45	45	11154	179	-45	45	11154
180	-32	32	11186	180	-32	32	11186	180	-32	32	11186	180	-32	32	11186	180	-32	32	11186	180	-32	32	11186	180	-32	32	11186	180	-32	32	11186	180	-32	32	11186	180	-32	32	11186	180	-32	32	11186	180	-32	32	11186	180	-32	32	11186	180	-32	32	11186	180	-32	32	11186	180	-32	32	11186	180	-32	32	11186	180	-32	32	11186	180	-32	32	11186
181	-27	27	11213	181	-27	27	11213	181	-27	27	11213	181	-27	27	11213	181	-27	27	11213	181	-27	27	11213	181	-27	27	11213	181	-27	27	11213	181	-27	27	11213	181	-27	27	11213	181	-27	27	11213	181	-27	27	11213	181	-27	27	11213	181	-27	27	11213	181	-27	27	11213	181	-27	27	11213	181	-27	27	11213	181	-27	27	11213	181	-27	27	11213
182	-32	32	11245	182	-32	32	11245	182	-32	32	11245	182	-32	32	11245	182	-32	32	11245	182	-32	32	11245	182	-32	32	11245	182	-32	32	11245	182	-32	32	11245	182	-32	32	11245	182	-32	32	11245	182	-32	32	11245	182	-32	32	11245	182	-32	32	11245	182	-32	32	11245	182	-32	32	11245	182	-32	32	11245	182	-32	32	11245	182	-32	32	11245
183	-24	24	11269	183	-24	24	11269	183	-24	24	11269	183	-24	24	11269	183	-24	24	11269	183	-24	24	11269	183	-24	24	11269	183	-24	24	11269	183	-24	24	11269	183	-24	24	11269	183	-24	24	11269	183	-24	24	11269	183	-24	24	11269	183	-24	24	11269	183	-24	24	11269	183	-24	24	11269	183	-24	24	11269	183	-24	24	11269	183	-24	24	11269
184	-23	23	11292	184	-23	23	11292	184	-23	23	11292	184	-23	23	11292	184	-23	23	11292	184	-23	23	11292	184	-23	23	11292	184	-23	23	11292	184	-23	23	11292	184	-23	23	11292	184	-23	23	11292	184	-23	23	11292	184	-23	23	11292	184	-23	23	11292	184	-23	23	11292	184	-23	23	11292	184	-23	23	11292	184	-23	23	11292	184	-23	23	11292
185	-23	23	11315	185	-23	23	11315	185	-23	23	11315	185	-23	23	11315	185	-23	23	11315	185	-23	23	11315	185	-23	23	11315	185	-23	23	11315	185	-23	23	11315	185	-23	23	11315	185	-23	23	11315	185	-23	23	11315	185	-23	23	11315	185	-23	23	11315	185	-23	23	11315	185	-23	23	11315	185	-23	23	11315	185	-23	23	11315	185	-23	23	11315
186	-27	27	11342	186	-27	27	11342	186	-27	27	11342	186	-27	27	11342	186	-27	27	11342	186	-27	27	11342	186	-27	27	11342	186	-27	27	11342	186	-27	27	11342	186	-27	27	11342	186	-27	27	11342	186	-27	27	11342	186	-27	27	11342	186	-27	27	11342	186	-27	27	11342	186	-27	27	11342	186	-27	27	11342	186	-27	27	11342	186	-27	27	11342
187	-18	18	11360	187	-18	18	11360	187	-18	18	11360	187	-18	18	11360	187	-18	18	11360	187	-18	18	11360	187	-18	18	11360	187	-18	18	11360	187	-18	18	11360	187	-18	18	11360	187	-18	18	11360	187	-18	18	11360	187	-18	18	11360	187	-18	18	11360	187	-18	18	11360	187	-18	18	11360	187	-18	18	11360	187	-18	18	11360	187	-18	18	11360
188	-23	23	11383	188	-23	23	11383	188	-23	23	11383	188	-23	23	11383	188	-23	23	11383	188	-23	23	11383	188	-23	23	11383	188	-23	23	11383	188	-23	23	11383	188	-23	23	11383	188	-23	23	11383	188	-23	23	11383	188	-23	23	11383	188	-23	23	11383	188	-23	23	11383	188	-23	23	11383	188	-23	23	11383	188	-23	23	11383	188	-23	23	11383
189	-20	20	11403	189	-20	20	11403	189	-20	20	11403	189	-20	20	11403	189	-20	20	11403	189	-20	20	11403	189	-20	20	11403	189	-20	20	11403	189	-20	20	11403	189	-20	20	11403	189	-20	20	11403	189	-20	20	11403	189	-20	20	11403	189	-20	20	11403	189	-20	20	11403	189	-20	20	11403	189	-20	20	11403	189	-20	20	11403	189	-20	20	11403
190	-25	25	11428	190	-25	25	11428	190	-25	25	11428	190	-25	25	11428	190	-25	25	11428	190	-25	25	11428	190	-25	25	11428	190	-25	25	11428	190	-25	25	11428	190	-25	25	11428	190	-25	25	11428	190	-25	25	11428	190	-25	25	11428	190	-25	25	11428	190	-25	25	11428	190	-25	25	11428	190	-25	25	11428	190	-25	25	11428	190	-25	25	11428
191	-21	21	11449	191	-21	21	11449	191	-21	21	11449	191	-21	21	11449	191	-21	21	11449	191	-21	21	11449	191	-21	21	11449	191	-21	21	11449	191	-21	21	11449	191	-21	21	11449	191	-21	21	11449	191	-21	21	11449	191	-21	21	11449	191	-21	21	11449	191	-21	21	11449	191	-21	21	11449	191	-21	21	11449	191	-21	21	11449	191	-21	21	11449
192	-29	29	11478	192	-29	29	11478	192	-29	29	11478	192	-29	29	11478	192	-29	29	11478	192	-29	29	11478	192	-29	29	11478	192	-29	29	11478	192	-29	29	11478	192	-29	29	11478	192	-29	29	11478	192	-29	29	11478	192	-29	29	11478	192	-29	29	11478	192	-29	29	11478	192	-29	29	11478	192	-29	29	11478	192	-29	29	11478	192	-29	29	11478
193	-20	20	11498	193	-20	20	11498	193	-20	20	11498	193	-20	20	11498	193	-20	20	11498	193	-20	20	11498	193	-20	20	11498	193	-20	20	11498	193	-20	20	11498	193	-20	20	11498	193	-20	20	11498	193	-20	20	11498	193	-20	20	11498	193	-20	20	11498	193	-20	20	11498	193	-20	20	11498	193	-20	20	11498	193	-20	20	11498	193	-20	20	11498
194	-123	24	11522	194	-123	24	11522	194	-123	24	11522	194	-123	24	11522	194	-123	24	11522	194	-123	24	11522	194	-123	24	11522	194	-123	24	11522	194	-123	24	11522	194	-123	24	11522	194	-123	24	11522	194	-123	24	11522	194	-123	24	11522	194	-123	24	11522	194	-123	24	11522	194	-123	24	11522	194	-123	24	11522	194	-123	24	11522	194	-123	24	11522
195	-17	17	11539	195	-17	17	11539	195	-17	17	11539	195	-17	17	11539	195	-17	17	11539	195	-17	17	11539	195	-17	17	11539	195	-17	17	11539	195	-17	17	11539	195	-17	17	11539	195	-17	17	11539	195	-17	17	11539	195	-17	17	11539	195	-17	17	11539	195	-17	17	11539	195	-17	17	11539	195	-17	17	11539	195	-17	17	11539	195	-17	17	11539
196	-20	20	11559	196	-20	20	11559	196	-20	20	11559	196	-20	20	11559	196	-20	20	11559	196	-20	20	11559	196	-20	20	11559	196	-20	20	11559	196	-20	20	11559	196	-20	20	11559	196	-20	20	11559	196	-20	20	11559	196	-20	20	11559	196	-20	20	11559	196	-20	20	11559	196	-20	20	11559	196	-20	20	11559	196	-20	20	11559	196	-20	20	11559
197	-141	42	11601	197	-141	42	11601	197	-141	42	11601	197	-141	42	11601	197	-141	42	11601	197	-141	42	11601	197	-141	42	11601	197	-141	42	11601	197	-141	42	11601	197	-141	42	11601	197	-141	42	11601	197	-141	42	11601	197	-141	42	11601	197	-141	42	11601	197	-141	42	11601	197	-141	42	11601	197	-141	42	11601	197	-141	42	11601	197	-141	42	11601
198	-23	23	11624	198	-23	23	11624	198	-23	23	11624	198	-23	23	11624	198	-23	23	11624	198	-23	23	11624	198	-23	23	11624	198	-23	23	11624	198	-23	23	11624	198	-23	23	11624	198	-23	23	11624	198	-23	23	11624	198	-23	23	11624	198	-23	23	11624	198	-23	23	11624	198	-23	23	11624	198	-23	23	11624	198	-23	23	11624	198	-23	23	11624
199	-19	19	11643	199	-19	19	11643	199	-19	19	11643	199	-19	19	11643	199	-19	19	11643	199	-19	19	11643	199	-19	19	11643	199	-19	19	11643	199	-19	19	11643	199	-19	19	11643	199	-19	19	11643	199	-19	19	11643	199	-19	19	11643	199	-19	19	11643	199	-19	19	11643	199	-19	19	11643	199	-19	19	11643	199	-19	19	11643	199	-19	19	11643
